Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp,
2.264,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,-0.05,-1.06,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.337,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,0.16,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.396,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,0.59,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.440,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,-0.05,-0.64,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.94,
2.499,0.000,0.000,0.007,0.000,0.000, ,0.00,0.00,0.37,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4.88,28.90,
2.550,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,0.16,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.90,
2.616,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,-0.05,-1.06,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.90,
2.660,0.015,0.000,0.007,0.000,0.000, ,0.00,0.00,-0.27,-0.64,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.90,
2.711,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,0.37,-0.64,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.90,
2.748,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,0.37,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.770,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,1.44,-0.64,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.799,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,0.37,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.90,
2.843,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,-0.05,-0.64,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.94,
2.872,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,-0.05,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.902,0.000,0.000,0.007,0.000,0.000, ,0.00,0.00,0.16,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.938,0.000,0.000,0.007,0.000,0.000, ,0.00,0.00,0.16,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.83,
2.945,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,-0.05,-0.43,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.83,
2.975,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,0.37,-0.43,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.982,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,0.59,-0.43,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
3.019,0.000,0.000,0.007,0.000,0.000, ,0.00,0.00,0.37,-0.64,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
3.048,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,0.37,-0.43,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
3.070,0.000,0.000,0.044,0.000,0.000, ,0.00,0.00,0.16,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4.88,28.86,
3.092,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,-0.48,-0.21,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.83,
3.092,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,0.16,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
3.114,0.007,0.000,0.015,0.000,0.000, ,0.00,0.00,-0.05,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.83,
3.107,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,0.59,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.83,
3.114,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,0.16,-0.64,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
3.114,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,0.37,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
3.121,0.000,0.000,0.029,0.000,0.000, ,0.00,0.00,0.16,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
3.121,0.000,0.000,0.044,0.000,0.000, ,0.00,0.00,-0.27,-0.21,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
3.107,0.000,0.000,0.037,0.000,0.000, ,0.00,0.00,0.37,-0.43,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
3.085,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,-0.05,-0.43,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
3.085,0.000,0.000,0.000,0.000,0.000, ,0.00,0.00,0.37,-0.21,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
3.041,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,0.16,-0.85,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.83,
3.033,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,0.37,0.43,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.83,
2.989,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,-0.27,0.43,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.86,
2.967,0.000,0.000,0.022,0.000,0.000, ,0.00,0.00,0.16,0.21,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
2.894,0.000,0.000,0.029,0.000,0.000, ,0.00,0.00,-0.05,0.21,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
2.858,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,-0.05,-0.21,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.75,
2.792,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,-0.05,-0.21,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.83,
2.755,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,0.59,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
2.718,0.000,0.000,0.015,0.000,0.000, ,0.00,0.00,0.16,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
2.696,0.000,0.000,0.029,0.000,0.000, ,0.00,0.00,-0.05,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,28.79,
