Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp,
0.022,0.205,0.000,0.015,0.000,0.000, ,133.14,128.53,120.27,0.92,0.00,0.00 ,,969.96,120.22,1142.37,117.99,833.70,121.28,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.037,0.198,0.000,0.037,0.000,0.000, ,134.06,128.53,120.53,0.39,0.00,0.00 ,,958.73,120.26,1073.50,117.99,931.87,121.14,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.029,0.176,0.000,0.000,0.000,0.000, ,133.80,128.93,121.06,0.66,0.39,0.00 ,,970.45,120.26,1058.85,117.91,1003.17,121.03,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.051,0.139,0.000,0.007,0.000,0.029, ,134.32,129.32,121.98,0.00,0.00,0.00 ,,960.68,120.26,1073.02,117.91,996.34,121.03,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.000,0.110,0.000,0.044,0.022,0.037, ,136.03,131.43,121.85,0.00,0.00,0.00 ,,874.24,120.26,1024.66,118.02,933.82,120.92,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.132,0.000,0.000,0.000,0.000, ,135.51,131.29,122.77,0.13,0.00,0.00 ,,794.14,120.33,965.08,118.06,894.75,120.95,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.015,0.103,0.000,0.037,0.000,0.000, ,135.77,131.43,123.30,0.26,0.13,0.00 ,,727.72,120.37,908.91,118.06,842.00,121.03,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.022,0.044,0.000,0.051,0.015,0.051, ,136.16,131.95,124.61,0.66,0.00,0.00 ,,664.71,120.37,823.93,118.17,738.95,121.14,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.029,0.051,0.000,0.015,0.000,0.000, ,137.61,132.22,125.01,0.79,0.13,0.00 ,,628.57,120.40,772.65,118.13,694.02,121.06,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.000,0.015,0.000,0.081,0.022,0.029, ,138.40,133.93,124.88,0.26,0.00,0.26 ,,575.82,120.44,874.73,118.02,727.23,120.99,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.059,0.051,0.000,0.007,0.000,0.000, ,138.27,133.93,125.93,1.05,0.00,0.00 ,,537.73,120.44,1018.80,117.91,705.25,120.99,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.029,0.051,0.015,0.029,0.000,0.000, ,138.40,134.32,126.85,0.66,0.00,0.00 ,,564.10,120.51,1057.39,117.80,729.18,120.99,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.015,0.007,0.000,0.015,0.000,0.000, ,139.32,135.51,127.91,0.39,0.00,0.00 ,,573.38,120.40,1017.34,117.84,740.90,120.92,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.000,0.007,0.022, ,139.59,135.77,128.43,0.00,0.00,0.00 ,,553.85,120.33,926.01,117.88,690.60,120.92,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.051,0.015,0.000,0.015,0.000,0.000, ,140.38,136.95,127.64,0.00,0.39,0.00 ,,555.80,120.37,835.65,117.91,612.94,120.95,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.029,0.007,0.000, ,140.51,138.53,129.22,0.00,0.00,0.00 ,,560.20,120.37,767.28,117.99,551.89,120.95,0.00,54.87,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.037,0.000,0.000, ,141.04,138.53,129.35,0.00,0.00,0.00 ,,547.99,120.29,728.21,117.99,562.15,120.95,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.037,0.007,0.037, ,141.56,139.59,130.01,0.00,0.00,0.00 ,,535.29,120.33,649.08,118.06,537.24,120.95,0.00,54.87,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.037,0.007,0.022, ,141.56,139.85,130.14,0.00,0.00,0.00 ,,536.26,120.33,586.08,118.13,507.94,120.92,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.037,0.000,0.000, ,141.30,140.38,130.27,0.00,0.00,0.00 ,,553.36,120.26,582.66,118.06,464.47,120.95,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.066,0.000,0.000, ,141.56,140.90,130.93,0.00,0.00,0.00 ,,593.89,120.18,588.52,118.10,444.44,120.88,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.073,0.029,0.037, ,142.35,141.82,132.25,0.00,0.00,0.00 ,,587.55,120.18,552.87,118.10,422.95,120.88,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.037,0.029,0.029, ,142.61,142.88,131.85,0.00,0.00,0.00 ,,573.87,120.15,515.26,118.06,430.77,120.92,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.000,0.000,0.000, ,141.96,141.96,131.99,0.00,0.26,0.00 ,,542.12,120.26,486.94,117.99,481.56,120.81,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.037,0.022,0.015, ,142.48,142.48,133.30,0.00,0.00,0.00 ,,496.70,120.18,478.63,118.13,491.82,120.70,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.051,0.029,0.029, ,142.09,143.93,133.70,0.00,0.00,0.00 ,,502.56,120.22,461.05,118.06,472.28,120.70,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.022,0.000,0.000, ,142.48,144.72,134.09,0.00,0.00,0.00 ,,528.45,120.18,442.00,118.06,455.19,120.73,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.044,0.007,0.022, ,142.35,144.59,134.62,0.00,0.00,0.00 ,,544.57,120.04,411.23,118.06,435.65,120.77,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.015,0.000,0.000, ,142.09,145.12,134.88,0.00,0.00,0.00 ,,563.13,120.04,392.19,118.10,399.51,120.73,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,143.27,146.69,135.67,0.00,0.00,0.00 ,,586.57,120.04,390.23,118.06,363.37,120.70,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.073,0.029,0.044, ,143.67,149.20,135.28,0.00,0.00,0.00 ,,584.62,119.93,421.00,117.95,322.83,120.70,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.066,0.000,0.000,0.007,0.000,0.000, ,143.27,147.88,135.41,0.00,0.00,0.00 ,,568.01,120.04,449.33,117.99,284.74,120.73,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.051,0.015,0.015, ,143.01,148.54,136.07,0.00,0.00,0.00 ,,564.10,120.00,458.61,117.88,271.55,120.66,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.066,0.000,0.000,0.000,0.000,0.000, ,143.01,149.06,136.33,0.00,0.00,0.00 ,,540.66,119.93,464.96,117.80,259.34,120.70,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.051,0.022,0.022, ,144.19,150.38,135.93,0.00,0.00,0.00 ,,511.36,119.89,454.70,117.80,264.71,120.70,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.007,0.000,0.000, ,143.54,151.04,135.67,0.00,0.00,0.00 ,,472.77,119.96,433.21,117.84,270.09,120.66,0.00,55.05,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.000,0.000,0.000, ,143.01,150.64,136.33,0.00,0.00,0.00 ,,446.40,119.96,429.79,117.73,262.27,120.62,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.022,0.007,0.007, ,143.01,151.30,136.99,0.00,0.00,0.00 ,,442.98,119.93,535.29,117.69,252.50,120.59,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.073,0.037,0.059, ,143.40,150.64,137.12,0.00,0.00,0.00 ,,453.72,119.85,686.20,117.51,255.92,120.59,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.015,0.000,0.000, ,143.54,152.49,136.99,0.00,0.00,0.00 ,,479.61,119.89,781.93,117.36,246.15,120.55,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.029,0.000,0.000, ,143.27,151.83,136.72,0.00,0.00,0.00 ,,484.98,119.82,824.42,117.33,221.25,120.48,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.022,0.000,0.000,0.000, ,143.27,152.22,137.25,0.00,0.00,0.00 ,,488.40,119.82,813.68,117.33,202.20,120.59,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.066,0.022,0.022, ,143.54,152.49,138.17,0.00,0.00,0.00 ,,526.50,119.78,765.81,117.25,185.59,120.55,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.037,0.015,0.022, ,143.40,153.01,138.04,0.00,0.00,0.00 ,,555.80,119.71,673.99,117.40,174.36,120.48,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.007,0.000,0.000, ,143.54,153.67,138.17,0.00,0.00,0.00 ,,579.73,119.63,592.43,117.44,170.94,120.51,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.081,0.007,0.007,0.000,0.000,0.000, ,142.61,153.28,138.57,0.00,0.00,0.00 ,,592.43,119.67,540.17,117.47,176.80,120.44,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.044,0.015,0.029, ,143.80,153.41,138.17,0.00,0.00,0.00 ,,593.41,119.63,505.98,117.44,185.10,120.44,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.037,0.000,0.000,0.044,0.000,0.000, ,143.40,154.59,138.17,0.00,0.00,0.00 ,,610.01,119.45,553.36,117.40,179.73,120.40,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.073,0.000,0.000,0.029,0.007,0.007, ,143.67,154.86,138.17,0.00,0.00,0.00 ,,596.34,119.56,592.43,117.36,173.38,120.33,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.015,0.000,0.000, ,143.14,155.91,137.91,0.00,0.00,0.00 ,,580.22,119.49,627.11,117.25,167.03,120.33,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.000,0.000,0.000, ,142.48,154.72,138.44,0.00,0.00,0.00 ,,586.08,119.52,660.81,117.22,155.80,120.33,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.059,0.015,0.000, ,142.48,155.65,138.30,0.00,0.00,0.00 ,,532.36,119.56,681.32,117.22,147.01,120.29,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.059,0.000,0.000,0.037,0.029,0.051, ,142.22,155.38,138.17,0.00,0.00,0.00 ,,465.45,119.60,669.60,117.25,150.92,120.29,0.00,54.87,2000.00,0.00,2000.00,0.00,
0.081,0.000,0.000,0.081,0.007,0.000, ,142.35,155.12,137.91,0.00,0.00,0.00 ,,409.77,119.56,607.57,117.22,158.73,120.29,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.000,0.000,0.000, ,141.82,155.12,137.78,0.00,0.00,0.00 ,,364.35,119.63,544.08,117.29,158.24,120.22,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.007,0.000,0.000,0.000, ,141.56,155.78,138.30,0.00,0.00,0.00 ,,330.65,119.63,494.26,117.25,157.75,120.18,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.073,0.029,0.029, ,141.04,156.04,138.17,0.00,0.00,0.00 ,,318.44,119.67,467.89,117.25,164.59,120.04,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.029,0.000,0.000, ,140.64,155.25,138.04,0.00,0.00,0.00 ,,316.97,119.71,489.87,117.25,187.06,120.15,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.029,0.000,0.000, ,140.51,154.86,137.51,0.00,0.00,0.00 ,,318.44,119.63,521.12,117.11,200.24,120.15,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.037,0.007,0.000, ,140.11,154.59,137.78,0.00,0.00,0.00 ,,323.32,119.56,552.38,117.07,197.31,120.04,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.051,0.007,0.007, ,140.38,155.91,137.65,0.00,0.00,0.00 ,,337.97,119.63,552.87,117.11,195.36,120.00,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.022,0.000,0.000, ,139.32,154.99,136.99,0.00,0.00,0.00 ,,338.95,119.56,531.87,117.11,194.87,120.00,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.015,0.000,0.000,0.000, ,139.85,154.20,137.65,0.00,0.00,0.00 ,,321.86,119.56,501.10,117.11,213.92,119.96,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.066,0.000,0.000, ,139.59,153.67,136.99,0.00,0.00,0.00 ,,294.02,119.60,474.24,117.11,230.53,119.93,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.044,0.000,0.000, ,138.67,153.41,136.59,0.00,0.00,0.00 ,,268.62,119.56,423.93,117.11,226.62,119.82,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.029,0.007,0.000, ,139.32,154.07,136.46,0.00,0.00,0.00 ,,244.69,119.52,353.60,117.22,222.71,119.85,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.059,0.000,0.007,0.000,0.000,0.000, ,138.67,152.75,136.20,0.00,0.00,0.00 ,,235.90,119.49,326.25,117.22,226.13,119.78,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.000,0.007,0.007, ,138.27,153.01,135.80,0.00,0.00,0.00 ,,245.18,119.56,337.48,117.22,220.76,119.82,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.066,0.029,0.037, ,138.27,152.49,135.14,0.00,0.00,0.00 ,,250.06,119.49,365.32,117.14,205.62,119.74,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.044,0.022,0.022, ,137.88,153.14,135.41,0.00,0.00,0.00 ,,259.83,119.34,382.42,117.07,196.83,119.78,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.022,0.000,0.000, ,137.74,153.67,135.54,0.00,0.00,0.00 ,,264.22,119.45,359.46,117.03,188.52,119.74,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.073,0.007,0.022,0.029,0.000,0.007, ,136.69,152.22,135.14,0.00,0.00,0.00 ,,256.90,119.38,330.16,117.11,176.80,119.74,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.044,0.007,0.000, ,136.56,152.62,135.28,0.00,0.00,0.00 ,,241.76,119.34,288.16,117.11,167.52,119.82,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.088,0.022,0.015, ,136.69,152.62,135.01,0.00,0.00,0.00 ,,223.69,119.45,257.39,117.25,165.57,119.63,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.022,0.000,0.000, ,136.03,152.35,134.09,0.00,0.00,0.00 ,,206.11,119.41,238.34,117.07,165.57,119.74,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.000,0.000,0.000, ,135.51,152.35,133.83,0.00,0.00,0.00 ,,196.34,119.34,234.43,117.11,165.08,119.67,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.037,0.000,0.000,0.000,0.000,0.000, ,135.51,150.64,133.83,0.00,0.00,0.00 ,,187.55,119.45,234.43,117.18,169.96,119.67,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.066,0.037,0.059, ,134.59,150.51,133.83,0.00,0.00,0.00 ,,176.80,119.38,251.04,117.03,176.31,119.60,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.081,0.000,0.000,0.000,0.000,0.000, ,134.98,151.30,133.17,0.00,0.00,0.00 ,,172.41,119.34,291.58,117.00,183.64,119.56,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.044,0.022,0.029, ,134.19,151.04,131.85,0.00,0.00,0.00 ,,174.36,119.34,354.58,116.92,184.62,119.56,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.066,0.007,0.007,0.000,0.000,0.000, ,133.66,149.85,130.27,0.00,0.00,0.00 ,,177.29,119.34,380.95,116.85,180.71,119.56,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.044,0.015,0.029, ,132.87,149.59,131.59,0.00,0.00,0.00 ,,186.08,119.30,388.28,116.85,178.27,119.60,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.051,0.007,0.000, ,132.87,149.72,131.20,0.00,0.00,0.00 ,,200.73,119.30,414.65,116.81,181.68,119.49,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.059,0.000,0.000,0.000,0.000,0.000, ,133.14,149.06,130.14,0.00,0.00,0.00 ,,228.08,119.19,446.89,116.70,189.99,119.45,1.47,54.98,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.015,0.000,0.000, ,132.22,149.59,130.01,0.00,0.00,0.00 ,,261.29,119.23,437.61,116.74,191.45,119.45,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.088,0.022,0.000,0.066,0.029,0.007, ,130.90,148.80,130.67,0.00,0.00,0.00 ,,319.41,119.05,390.72,116.74,195.36,119.38,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.015,0.000,0.000, ,130.51,149.33,130.27,0.00,0.00,0.00 ,,420.02,119.01,339.44,116.70,211.48,119.38,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.029,0.029,0.044, ,129.85,148.27,128.83,0.00,0.00,0.00 ,,495.24,118.97,302.32,116.85,257.39,119.27,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.154,0.044,0.000,0.000,0.000,0.000, ,129.72,147.88,128.96,0.00,0.00,0.00 ,,606.59,118.86,289.62,116.92,338.95,119.23,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.059,0.000,0.000,0.037,0.000,0.000, ,129.32,147.88,128.43,0.00,0.00,0.00 ,,691.09,118.72,289.13,116.74,390.72,119.12,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.051,0.007,0.015, ,128.93,147.88,127.77,0.00,0.00,0.00 ,,743.35,118.68,277.41,116.81,448.84,119.01,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.037,0.015,0.037, ,128.53,147.22,127.64,0.00,0.00,0.00 ,,776.07,118.64,262.27,116.78,534.31,118.97,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.073,0.000,0.000,0.007,0.000,0.000, ,128.66,146.56,126.19,0.00,0.00,0.00 ,,831.26,118.57,266.18,116.70,627.11,118.79,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.117,0.022,0.000,0.029,0.000,0.000, ,128.00,146.04,125.93,0.00,0.00,0.00 ,,912.33,118.46,263.74,116.74,713.06,118.75,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.044,0.015,0.000, ,128.00,147.22,125.27,0.00,0.00,0.00 ,,1050.55,118.28,256.90,116.67,750.67,118.68,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.037,0.007,0.022, ,127.74,146.43,124.48,0.00,0.00,0.00 ,,1151.16,118.35,262.27,116.74,780.46,118.57,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.059,0.000,0.000,0.037,0.022,0.000, ,127.48,146.43,123.30,0.00,0.00,0.00 ,,1302.56,118.17,274.97,116.70,858.12,118.50,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.000,0.000,0.000, ,126.42,145.25,122.90,0.00,0.00,0.00 ,,1478.39,118.02,288.16,116.67,925.52,118.42,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.037,0.000,0.000,0.059,0.022,0.000, ,126.69,145.12,122.11,0.00,0.00,0.00 ,,1517.46,118.06,292.06,116.63,924.05,118.39,0.00,55.02,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.037,0.037,0.051, ,125.50,145.38,122.64,0.00,0.00,0.00 ,,1454.95,118.06,306.72,116.59,912.82,118.32,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.029,0.007,0.015, ,125.11,144.59,122.38,0.00,0.00,0.00 ,,1360.20,118.10,377.05,116.45,947.50,118.28,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.081,0.000,0.007,0.022,0.000,0.000, ,124.32,143.67,122.11,0.00,0.00,0.00 ,,1205.86,118.24,463.00,116.41,970.45,118.24,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.022,0.000,0.007, ,124.58,142.88,123.43,0.00,0.00,0.00 ,,1053.97,118.39,510.38,116.37,911.36,118.32,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.051,0.000,0.007, ,124.32,142.48,123.56,0.00,0.00,0.00 ,,926.50,118.53,562.64,116.30,841.51,118.28,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.066,0.000,0.000, ,124.19,142.48,123.43,0.00,0.00,0.00 ,,904.03,118.57,606.11,116.30,751.65,118.42,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.066,0.000,0.000,0.000,0.000,0.000, ,123.66,141.56,124.09,0.00,0.00,0.00 ,,890.84,118.57,631.01,116.08,677.90,118.46,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.037,0.000,0.000,0.037,0.000,0.000, ,124.19,140.90,124.35,0.00,0.00,0.00 ,,808.79,118.64,716.97,116.04,594.87,118.50,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.029,0.007,0.022, ,124.06,140.64,125.01,0.00,0.00,0.00 ,,711.11,118.79,808.30,116.01,502.08,118.53,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.044,0.015,0.037, ,124.71,140.90,124.35,0.00,0.00,0.00 ,,631.01,118.79,905.01,115.82,484.00,118.64,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.037,0.000,0.000,0.037,0.000,0.000, ,124.32,140.51,125.01,0.00,0.00,0.00 ,,570.45,118.79,1004.15,115.71,534.31,118.61,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.037,0.000,0.000,0.022,0.015,0.022, ,124.45,138.27,124.35,0.00,0.00,0.00 ,,534.80,118.90,1023.20,115.68,524.05,118.57,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.029,0.000,0.000, ,125.24,136.69,124.88,0.00,0.00,0.00 ,,487.91,118.90,1002.20,115.64,450.31,118.57,1.47,54.87,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.051,0.022,0.029, ,126.16,136.56,124.22,0.00,0.00,0.00 ,,451.28,118.97,909.40,115.75,379.49,118.68,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.015,0.000,0.000, ,127.08,133.93,123.04,0.00,0.00,0.00 ,,420.51,118.97,810.26,115.90,344.32,118.68,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.044,0.000,0.000,0.015,0.000,0.000, ,126.29,133.27,124.09,0.00,0.00,0.00 ,,405.86,118.97,751.65,115.79,396.58,118.57,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.051,0.015,0.022, ,126.42,131.69,124.22,0.00,0.00,0.00 ,,362.39,119.01,665.20,115.97,421.49,118.61,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.081,0.015,0.044, ,126.42,130.64,124.88,0.00,0.00,0.00 ,,308.18,119.01,619.78,115.93,371.67,118.61,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.029,0.000,0.000,0.000,0.000,0.000, ,126.42,129.85,124.88,0.00,0.00,0.00 ,,260.32,119.01,673.99,115.90,299.39,118.64,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.000,0.029,0.000,0.000, ,126.03,128.27,124.09,0.00,0.00,0.00 ,,223.20,119.05,704.27,115.90,238.34,118.72,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.007,0.000,0.000, ,126.56,129.06,125.54,0.00,0.00,0.00 ,,219.29,119.01,658.36,115.86,192.92,118.72,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.066,0.022,0.037, ,126.29,129.45,125.27,0.00,0.00,0.00 ,,232.97,118.97,581.20,115.93,168.01,118.75,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.037,0.000,0.000,0.037,0.015,0.015, ,126.03,127.48,125.54,0.00,0.00,0.00 ,,220.27,119.05,529.91,115.97,145.54,118.72,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.022,0.000,0.000, ,126.56,128.00,125.54,0.00,0.00,0.00 ,,197.80,118.86,483.03,115.97,125.03,118.72,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.051,0.000,0.007,0.000,0.000,0.000, ,126.03,126.42,125.27,0.00,0.00,0.00 ,,168.50,118.97,440.54,116.12,115.26,118.68,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.088,0.037,0.037, ,126.29,127.61,125.14,0.00,0.00,0.00 ,,150.43,118.83,455.19,116.08,112.33,118.75,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.007,0.000,0.000,0.022,0.000,0.000, ,126.42,126.95,124.88,0.00,0.00,0.00 ,,146.03,118.72,451.28,115.97,117.22,118.68,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.059,0.000,0.000,0.088,0.015,0.022, ,126.03,125.77,124.88,0.00,0.00,0.00 ,,176.31,118.72,480.59,115.97,132.36,118.64,0.00,54.91,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.000,0.000,0.000, ,126.16,126.56,125.14,0.00,0.00,0.00 ,,208.06,118.75,465.45,115.97,156.29,118.57,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.022,0.000,0.000,0.029,0.000,0.000, ,126.16,125.64,125.54,0.00,0.00,0.00 ,,231.01,118.68,417.09,115.97,181.68,118.57,0.00,54.98,2000.00,0.00,2000.00,0.00,
0.015,0.000,0.000,0.044,0.015,0.022, ,125.77,127.08,125.80,0.00,0.00,0.00 ,,238.83,118.64,364.35,116.01,209.04,118.53,0.00,54.95,2000.00,0.00,2000.00,0.00,
0.000,0.000,0.000,0.059,0.007,0.015, ,126.03,127.21,125.80,0.00,0.00,0.00 ,,252.01,118.57,325.27,116.01,230.53,118.50,0.00,54.95,2000.00,0.00,2000.00,0.00,
