Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp,
0.733,0.000,0.000,0.059,0.000,0.000, ,-0.43,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.70,
0.813,0.000,0.000,0.051,0.000,0.000, ,0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
0.872,0.000,0.000,0.029,0.000,0.000, ,0.64,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.67,
0.960,0.000,0.000,0.029,0.000,0.000, ,-0.64,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.70,
1.026,0.000,0.000,0.044,0.000,0.000, ,-0.43,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.70,
1.092,0.000,0.000,0.051,0.000,0.000, ,0.00,0.53,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.70,
1.158,0.000,0.000,0.022,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
1.224,0.000,0.000,0.044,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.63,
1.297,0.000,0.000,0.066,0.000,0.000, ,0.00,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.67,
1.356,0.000,0.000,0.081,0.000,0.000, ,0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
1.436,0.000,0.000,0.059,0.000,0.000, ,0.85,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
1.473,0.000,0.000,0.044,0.000,0.000, ,-0.64,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
1.517,0.000,0.000,0.059,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.70,
1.553,0.000,0.000,0.051,0.000,0.000, ,0.00,0.53,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.67,
1.612,0.000,0.000,0.037,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.70,
1.656,0.000,0.000,0.029,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.67,
1.700,0.000,0.000,0.029,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
1.737,0.000,0.000,0.029,0.000,0.000, ,0.21,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
1.795,0.000,0.000,0.037,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
1.795,0.000,0.000,0.037,0.000,0.000, ,-0.21,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.839,0.000,0.000,0.029,0.000,0.000, ,0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
1.861,0.000,0.000,0.037,0.000,0.000, ,0.00,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
1.912,0.000,0.000,0.051,0.000,0.000, ,0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.67,
1.927,0.000,0.000,0.037,0.000,0.000, ,0.43,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.63,
1.964,0.000,0.000,0.059,0.000,0.000, ,0.21,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
2.000,0.000,0.000,0.051,0.000,0.000, ,0.43,0.74,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
2.015,0.000,0.000,0.066,0.000,0.000, ,-0.85,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.037,0.000,0.000,0.051,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.059,0.000,0.000,0.037,0.000,0.000, ,0.00,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
2.074,0.000,0.000,0.029,0.000,0.000, ,0.00,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
2.088,0.000,0.000,0.029,0.000,0.000, ,0.43,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.56,
2.110,0.000,0.000,0.037,0.000,0.000, ,0.00,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.140,0.000,0.000,0.044,0.000,0.000, ,-0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.169,0.000,0.000,0.051,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.169,0.000,0.000,0.051,0.000,0.000, ,-0.43,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.183,0.000,0.000,0.051,0.000,0.000, ,-0.85,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.161,0.000,0.000,0.029,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.183,0.000,0.000,0.037,0.000,0.000, ,0.21,0.53,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
2.191,0.000,0.000,0.051,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
2.198,0.000,0.000,0.037,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.213,0.000,0.000,0.044,0.000,0.000, ,0.43,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
2.213,0.000,0.000,0.037,0.000,0.000, ,0.43,-0.53,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.213,0.000,0.000,0.044,0.000,0.000, ,-1.28,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.213,0.000,0.000,0.037,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.191,0.000,0.000,0.015,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
2.191,0.000,0.000,0.051,0.000,0.000, ,0.00,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.59,
2.191,0.000,0.000,0.029,0.000,0.000, ,0.21,0.74,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.183,0.000,0.000,0.029,0.000,0.000, ,-0.43,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.169,0.000,0.000,0.029,0.000,0.000, ,0.64,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
2.161,0.000,0.000,0.037,0.000,0.000, ,-0.43,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
2.125,0.000,0.000,0.059,0.000,0.000, ,-0.85,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
2.096,0.000,0.000,0.051,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.066,0.000,0.000,0.059,0.000,0.000, ,0.43,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.044,0.000,0.000,0.051,0.000,0.000, ,0.00,0.96,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
1.993,0.000,0.000,0.059,0.000,0.000, ,-0.21,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.59,
1.964,0.000,0.000,0.066,0.000,0.000, ,-0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
1.912,0.000,0.000,0.059,0.000,0.000, ,0.43,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
1.854,0.000,0.000,0.051,0.000,0.000, ,-0.21,0.53,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
1.802,0.000,0.000,0.044,0.000,0.000, ,-0.64,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
1.766,0.000,0.000,0.022,0.000,0.000, ,0.00,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
1.729,0.000,0.000,0.037,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
1.700,0.000,0.000,0.029,0.000,0.000, ,0.43,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.63,
1.678,0.000,0.000,0.022,0.000,0.000, ,-0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.693,0.000,0.000,0.044,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.700,0.000,0.000,0.037,0.000,0.000, ,0.64,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.707,0.000,0.000,0.059,0.000,0.000, ,-1.06,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
1.722,0.000,0.000,0.037,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
1.729,0.000,0.000,0.051,0.000,0.000, ,-0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.52,
1.766,0.000,0.000,0.037,0.000,0.000, ,0.00,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.802,0.000,0.000,0.051,0.000,0.000, ,0.43,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.52,
1.824,0.000,0.000,0.037,0.000,0.000, ,0.21,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
1.861,0.000,0.000,0.037,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
1.890,0.000,0.000,0.037,0.000,0.000, ,-0.43,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.905,0.000,0.000,0.037,0.000,0.000, ,-0.64,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.934,0.000,0.000,0.037,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.934,0.000,0.000,0.029,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
1.956,0.000,0.000,0.037,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
1.993,0.000,0.000,0.037,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.037,0.000,0.000,0.044,0.000,0.000, ,-0.43,-0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.066,0.000,0.000,0.059,0.000,0.000, ,0.43,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.096,0.000,0.000,0.051,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.118,0.000,0.000,0.059,0.000,0.000, ,-1.28,0.32,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.161,0.000,0.000,0.037,0.000,0.000, ,0.00,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.183,0.000,0.000,0.051,0.000,0.000, ,0.00,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.235,0.000,0.000,0.044,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.264,0.000,0.000,0.044,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.59,
2.301,0.000,0.000,0.059,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.56,
2.330,0.000,0.000,0.044,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
2.367,0.000,0.000,0.066,0.000,0.000, ,-0.21,-0.53,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,5.86,26.52,
2.389,0.000,0.000,0.029,0.000,0.000, ,-1.06,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.48,
2.403,0.000,0.000,0.029,0.000,0.000, ,0.00,0.53,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
2.447,0.000,0.000,0.051,0.000,0.000, ,0.00,-0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.462,0.000,0.000,0.022,0.000,0.000, ,0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.56,
2.484,0.000,0.000,0.022,0.000,0.000, ,-0.21,0.11,0.00,0.00,0.00,0.00 ,,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,4000.00,0.00,0.00,26.52,
