Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp,
0.117,0.073,0.007,0.007,0.000,0.000, ,159.16,149.90,155.21,0.00,0.00,0.00 ,,4000.00,113.77,4000.00,100.48,4000.00,104.14,4000.00,19.85,4000.00,58.13,543.10,39.27,
0.132,0.073,0.000,0.015,0.000,0.000, ,159.47,150.21,155.90,0.00,0.00,0.00 ,,4000.00,113.85,4000.00,103.22,4000.00,104.21,4000.00,19.85,4000.00,58.06,547.01,39.23,
0.125,0.066,0.000,0.000,0.000,0.000, ,159.77,150.59,156.43,0.00,0.00,0.00 ,,4000.00,113.96,3849.57,104.76,4000.00,104.21,4000.00,19.93,4000.00,58.13,547.01,39.23,
0.147,0.073,0.000,0.022,0.000,0.000, ,160.31,150.90,156.66,0.00,0.00,0.00 ,,4000.00,113.99,4000.00,99.45,4000.00,104.07,4000.00,19.89,4000.00,58.06,575.34,39.19,
0.139,0.081,0.000,0.015,0.000,0.000, ,160.69,151.51,157.20,0.00,0.00,0.00 ,,4000.00,113.96,4000.00,98.97,4000.00,104.10,4000.00,19.93,4000.00,58.21,547.01,39.19,
0.161,0.088,0.022,0.007,0.000,0.000, ,161.30,151.74,157.35,0.00,0.00,0.00 ,,4000.00,113.92,4000.00,101.21,4000.00,104.36,4000.00,19.89,4000.00,58.06,571.43,39.27,
0.161,0.095,0.022,0.000,0.000,0.000, ,161.68,152.35,157.88,0.00,0.00,0.00 ,,4000.00,113.85,4000.00,103.66,4000.00,104.73,4000.00,19.93,4000.00,58.10,547.01,39.19,
0.161,0.103,0.015,0.007,0.000,0.000, ,162.06,152.35,158.27,0.00,0.00,0.00 ,,4000.00,113.85,3647.37,105.35,4000.00,104.91,4000.00,19.93,4000.00,58.06,543.10,39.30,
0.147,0.088,0.000,0.015,0.000,0.000, ,162.45,153.26,158.65,0.00,0.00,0.00 ,,4000.00,113.88,2860.07,106.67,4000.00,104.91,4000.00,19.93,4000.00,58.02,543.10,39.30,
0.147,0.081,0.000,0.007,0.000,0.000, ,162.98,153.49,159.18,0.00,0.00,0.00 ,,4000.00,113.85,2834.68,107.29,4000.00,104.95,4000.00,19.89,4000.00,58.13,543.10,39.27,
0.154,0.095,0.015,0.000,0.000,0.000, ,163.21,153.72,159.64,0.00,0.00,0.00 ,,4000.00,113.77,2568.99,107.66,4000.00,104.98,4000.00,19.89,4000.00,58.02,547.01,39.23,
0.147,0.081,0.000,0.000,0.000,0.000, ,163.67,154.18,160.02,0.00,0.00,0.00 ,,4000.00,113.70,2600.24,107.69,4000.00,104.91,4000.00,19.93,4000.00,58.10,575.34,39.23,
0.169,0.095,0.015,0.015,0.000,0.007, ,163.97,154.64,160.25,0.00,0.00,0.00 ,,4000.00,113.70,2921.61,107.58,4000.00,104.95,4000.00,19.93,4000.00,58.06,543.10,39.27,
0.176,0.095,0.029,0.007,0.000,0.000, ,164.59,155.02,160.86,0.00,0.00,0.00 ,,4000.00,113.70,2798.53,107.62,4000.00,104.84,4000.00,19.93,4000.00,58.02,543.10,39.27,
0.169,0.095,0.022,0.000,0.000,0.000, ,164.97,155.25,161.17,0.00,0.00,0.00 ,,4000.00,113.70,2526.98,107.69,4000.00,104.80,4000.00,19.93,4000.00,58.02,543.10,39.27,
0.176,0.103,0.029,0.022,0.000,0.000, ,165.35,155.94,161.63,0.00,0.00,0.00 ,,4000.00,113.70,3026.13,107.51,4000.00,104.91,4000.00,19.85,4000.00,58.10,575.34,39.23,
0.176,0.103,0.037,0.022,0.000,0.000, ,165.81,155.78,161.93,0.00,0.00,0.00 ,,3891.58,113.88,2994.87,107.44,4000.00,104.98,4000.00,19.85,4000.00,58.06,543.10,39.27,
0.169,0.103,0.029,0.007,0.000,0.000, ,166.49,156.39,162.31,0.00,0.00,0.00 ,,2947.99,114.47,2890.35,107.47,4000.00,104.87,4000.00,19.89,4000.00,58.17,575.34,39.23,
0.176,0.103,0.022,0.000,0.000,0.000, ,166.65,156.62,162.77,0.00,0.00,0.00 ,,2814.16,114.69,3139.44,107.29,4000.00,104.80,4000.00,19.85,4000.00,58.06,575.34,39.19,
0.169,0.103,0.022,0.007,0.000,0.000, ,167.41,157.46,163.15,0.00,0.00,0.00 ,,3490.11,114.73,2879.61,107.36,4000.00,104.80,4000.00,19.93,4000.00,58.13,547.01,39.23,
0.183,0.103,0.029,0.022,0.000,0.000, ,167.49,157.77,163.69,0.00,0.00,0.00 ,,3862.27,114.40,2691.09,107.44,4000.00,104.87,4000.00,19.93,4000.00,58.10,543.10,39.27,
0.183,0.110,0.029,0.007,0.000,0.000, ,167.64,157.85,163.99,0.00,0.00,0.00 ,,4000.00,114.03,2859.10,107.36,4000.00,105.05,4000.00,19.82,4000.00,58.06,543.10,39.27,
0.183,0.125,0.044,0.000,0.000,0.000, ,168.25,158.38,164.22,0.00,0.00,0.00 ,,4000.00,113.92,2764.35,107.40,4000.00,105.79,4000.00,19.96,4000.00,58.02,543.10,39.30,
0.191,0.125,0.051,0.007,0.000,0.000, ,168.94,158.76,164.76,0.00,0.00,0.00 ,,4000.00,113.81,2513.31,107.47,2803.42,107.07,4000.00,19.89,4000.00,58.02,543.10,39.27,
0.205,0.117,0.051,0.007,0.000,0.000, ,168.94,159.37,165.06,0.00,0.00,0.00 ,,4000.00,113.74,2314.04,107.58,3916.00,107.22,4000.00,19.89,4000.00,58.06,543.10,39.27,
0.191,0.125,0.044,0.000,0.000,0.000, ,169.40,159.83,165.37,0.00,0.00,0.00 ,,4000.00,113.63,2900.12,107.47,4000.00,106.67,4000.00,19.89,4000.00,58.06,543.10,39.30,
0.205,0.125,0.044,0.022,0.000,0.000, ,169.55,159.98,165.83,0.00,0.00,0.00 ,,4000.00,113.52,3149.21,107.18,4000.00,105.97,4000.00,19.93,4000.00,58.06,543.10,39.30,
0.198,0.125,0.037,0.015,0.000,0.000, ,170.24,160.75,166.28,0.00,0.00,0.00 ,,4000.00,113.55,2803.42,107.14,4000.00,105.49,4000.00,19.96,4000.00,58.06,543.10,39.30,
0.191,0.125,0.044,0.000,0.000,0.000, ,170.39,160.90,166.44,0.15,0.00,0.00 ,,3901.34,113.70,2356.04,107.36,4000.00,105.09,4000.00,19.89,4000.00,58.17,571.43,39.27,
0.183,0.132,0.044,0.007,0.000,0.000, ,170.70,161.21,166.90,0.46,0.00,0.00 ,,4000.00,113.66,2555.31,107.47,4000.00,104.84,4000.00,19.89,4000.00,58.06,547.01,39.23,
0.198,0.132,0.051,0.007,0.000,0.000, ,171.15,161.97,167.51,0.31,0.00,0.00 ,,4000.00,113.48,2628.57,107.40,4000.00,104.76,4000.00,19.89,4000.00,58.06,547.01,39.19,
0.205,0.139,0.044,0.000,0.000,0.000, ,171.38,162.50,167.81,0.08,0.00,0.00 ,,4000.00,113.44,2565.08,107.33,4000.00,104.84,4000.00,19.93,4000.00,58.06,543.10,39.27,
0.220,0.154,0.081,0.015,0.000,0.000, ,171.69,162.73,168.12,0.00,0.00,0.00 ,,4000.00,113.48,2613.92,107.29,4000.00,104.80,4000.00,19.96,4000.00,58.10,571.43,39.27,
0.212,0.154,0.073,0.015,0.000,0.000, ,171.92,163.19,168.35,0.00,0.00,0.00 ,,4000.00,113.59,2387.30,107.44,4000.00,104.87,4000.00,19.93,4000.00,58.13,547.01,39.23,
0.212,0.154,0.066,0.007,0.015,0.000, ,172.38,163.80,168.58,0.00,0.00,0.00 ,,4000.00,113.55,2230.04,107.51,4000.00,105.49,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.220,0.154,0.044,0.000,0.000,0.000, ,174.06,164.03,168.88,0.00,0.00,0.00 ,,3911.11,113.63,1963.37,107.69,4000.00,106.23,4000.00,19.93,4000.00,58.13,543.10,39.30,
0.220,0.161,0.066,0.015,0.000,0.000, ,174.44,164.72,169.34,0.00,0.00,0.00 ,,3871.06,113.70,1900.85,107.73,4000.00,106.41,4000.00,19.93,4000.00,58.10,575.34,39.23,
0.220,0.154,0.059,0.015,0.000,0.000, ,174.67,164.95,171.25,0.00,0.00,0.00 ,,3703.05,113.77,2418.56,107.55,4000.00,106.23,4000.00,19.96,4000.00,58.06,543.10,39.34,
0.220,0.154,0.073,0.015,0.000,0.000, ,174.97,165.64,171.78,0.00,0.00,0.00 ,,3723.57,113.85,1911.60,107.62,4000.00,106.23,4000.00,19.93,4000.00,58.13,571.43,39.30,
0.234,0.169,0.073,0.007,0.000,0.000, ,175.12,165.79,171.94,0.00,0.00,0.00 ,,3447.13,114.07,1531.62,107.91,3630.77,106.74,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.220,0.169,0.051,0.000,0.000,0.000, ,175.58,166.32,172.17,0.00,0.00,0.00 ,,3271.31,114.21,1510.13,107.99,3296.70,107.14,4000.00,19.93,4000.00,58.13,575.34,39.16,
0.234,0.183,0.073,0.007,0.000,0.000, ,175.66,166.70,172.62,0.00,0.00,0.00 ,,3221.49,114.32,2526.98,107.66,3057.39,107.33,4000.00,19.93,4000.00,58.06,543.10,39.27,
0.242,0.191,0.081,0.007,0.000,0.000, ,176.12,167.54,172.70,0.00,0.00,0.00 ,,3105.25,114.51,2555.31,107.33,3046.64,107.51,4000.00,19.96,4000.00,58.06,543.10,39.30,
0.220,0.183,0.073,0.015,0.007,0.007, ,176.12,167.70,173.08,0.00,0.00,0.00 ,,2853.24,114.65,2414.65,107.22,2694.99,107.77,4000.00,19.96,4000.00,58.06,543.10,39.30,
0.234,0.191,0.081,0.000,0.000,0.000, ,176.35,169.53,173.16,0.00,0.00,0.00 ,,2725.27,114.80,2361.90,107.18,2521.12,107.95,4000.00,19.93,4000.00,58.06,575.34,39.23,
0.227,0.183,0.066,0.000,0.000,0.000, ,176.35,170.14,173.46,0.00,0.00,0.00 ,,2425.40,114.98,2562.15,107.11,2552.38,108.02,4000.00,19.93,4000.00,58.17,543.10,39.27,
0.227,0.191,0.073,0.022,0.000,0.000, ,176.65,170.60,173.62,0.00,0.00,0.00 ,,2273.02,115.20,2226.13,107.22,2427.35,108.06,4000.00,19.93,4000.00,58.02,543.10,39.34,
0.234,0.191,0.066,0.015,0.007,0.000, ,176.88,170.91,174.00,0.00,0.00,0.00 ,,2185.10,115.35,2047.37,107.29,2447.86,108.13,4000.00,19.96,4000.00,58.06,543.10,39.30,
0.242,0.198,0.088,0.029,0.000,0.000, ,177.19,171.36,174.15,0.00,0.00,0.00 ,,2004.40,115.57,2414.65,107.18,2499.63,108.06,4000.00,19.93,4000.00,58.13,571.43,39.34,
0.256,0.212,0.088,0.015,0.000,0.000, ,177.19,171.67,174.15,0.00,0.00,0.00 ,,1819.78,115.64,2403.91,107.07,2499.63,108.02,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.242,0.212,0.088,0.007,0.000,0.000, ,177.42,172.13,174.30,0.00,0.00,0.00 ,,1495.48,115.97,2505.49,107.03,2410.74,108.17,4000.00,19.93,4000.00,58.13,547.01,39.23,
0.234,0.205,0.081,0.000,0.000,0.000, ,177.34,172.28,174.53,0.00,0.00,0.00 ,,1394.87,116.19,2968.50,106.81,2291.58,108.10,4000.00,19.93,4000.00,58.06,571.43,39.34,
0.242,0.205,0.088,0.029,0.000,0.000, ,177.57,172.59,174.76,0.00,0.00,0.00 ,,1236.63,116.34,3187.30,106.56,1984.86,108.32,4000.00,19.96,4000.00,58.06,547.01,39.23,
0.242,0.205,0.088,0.000,0.000,0.000, ,177.87,173.35,175.07,0.00,0.00,0.00 ,,1082.30,116.45,3058.36,106.41,1886.20,108.46,4000.00,19.96,4000.00,58.06,543.10,39.30,
0.242,0.220,0.088,0.007,0.007,0.000, ,177.95,173.20,175.07,0.00,0.00,0.00 ,,1052.99,116.56,2743.83,106.48,1886.20,108.53,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.242,0.212,0.088,0.000,0.000,0.000, ,177.95,173.43,175.22,0.00,0.00,0.00 ,,1236.63,116.48,2965.57,106.59,1947.74,108.53,4000.00,19.96,4000.00,58.10,575.34,39.23,
0.256,0.220,0.081,0.000,0.000,0.000, ,178.18,173.73,175.22,0.00,0.00,0.00 ,,1588.28,116.30,2870.82,106.48,2046.40,108.42,4000.00,19.93,4000.00,58.06,543.10,39.27,
0.242,0.234,0.095,0.007,0.000,0.000, ,178.26,174.19,175.45,0.00,0.00,0.00 ,,1724.05,116.08,2878.63,106.41,1891.09,108.42,4000.00,19.93,4000.00,58.06,571.43,39.27,
0.256,0.227,0.095,0.000,0.000,0.000, ,178.41,174.19,175.53,0.00,0.00,0.00 ,,1688.89,115.93,3111.11,106.30,1886.20,108.46,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.249,0.234,0.103,0.007,0.000,0.000, ,178.56,174.65,175.68,0.00,0.00,0.00 ,,1414.41,116.08,3216.61,106.23,1865.69,108.46,4000.00,19.89,4000.00,58.06,571.43,39.30,
0.242,0.227,0.095,0.007,0.000,0.000, ,178.33,174.42,175.75,0.00,0.00,0.00 ,,1181.93,116.26,3026.13,106.23,1974.11,108.42,4000.00,19.93,4000.00,58.13,543.10,39.34,
0.242,0.220,0.095,0.000,0.000,0.000, ,178.79,174.80,176.06,0.00,0.00,0.00 ,,1101.83,116.41,3118.93,106.19,1870.57,108.39,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.249,0.220,0.088,0.007,0.000,0.000, ,178.79,174.72,176.06,0.00,0.00,0.00 ,,1014.90,116.45,2951.89,106.23,1522.83,108.57,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.249,0.220,0.073,0.000,0.000,0.000, ,178.87,175.26,176.14,0.00,0.00,0.00 ,,956.29,116.59,2730.16,106.34,1378.27,108.68,4000.00,19.93,4000.00,58.06,543.10,39.30,
0.249,0.234,0.103,0.015,0.007,0.000, ,178.87,175.11,176.44,0.00,0.00,0.00 ,,886.94,116.63,2405.86,106.56,1353.85,108.75,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.249,0.220,0.088,0.000,0.000,0.000, ,179.17,175.64,176.52,0.00,0.00,0.00 ,,847.86,116.70,2343.35,106.70,1426.13,108.79,4000.00,19.89,4000.00,58.21,571.43,39.27,
0.249,0.234,0.095,0.000,0.000,0.000, ,179.25,175.72,176.52,0.00,0.00,0.00 ,,819.54,116.78,2283.76,106.78,1405.62,108.79,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.271,0.242,0.110,0.000,0.000,0.000, ,179.10,175.64,176.59,0.00,0.00,0.00 ,,800.00,116.74,2147.01,106.85,1240.54,108.79,4000.00,19.93,4000.00,58.02,571.43,39.30,
0.242,0.234,0.095,0.000,0.000,0.000, ,179.25,175.72,176.75,0.00,0.00,0.00 ,,790.23,116.78,2189.01,106.85,1461.29,108.72,4000.00,19.96,4000.00,58.06,571.43,39.38,
0.242,0.227,0.081,0.000,0.000,0.000, ,179.33,175.72,176.82,0.00,0.00,0.00 ,,790.23,116.74,2273.99,106.81,1513.06,108.64,4000.00,19.93,4000.00,58.02,571.43,39.34,
0.242,0.242,0.110,0.007,0.000,0.000, ,179.48,175.72,176.98,0.00,0.00,0.00 ,,819.54,116.70,2126.50,106.85,1398.78,108.68,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.256,0.242,0.103,0.000,0.000,0.000, ,179.40,175.72,176.98,0.00,0.00,0.00 ,,867.40,116.70,2031.75,106.92,1347.01,108.68,4000.00,19.96,4000.00,58.06,571.43,39.27,
0.256,0.234,0.095,0.000,0.000,0.000, ,179.55,175.72,177.28,0.00,0.00,0.00 ,,934.80,116.63,1894.99,107.03,1337.24,108.72,4000.00,19.93,4000.00,58.06,571.43,39.27,
0.242,0.249,0.095,0.000,0.000,0.000, ,179.40,175.72,177.36,0.00,0.00,0.00 ,,995.36,116.52,1669.35,107.14,1398.78,108.64,4000.00,19.93,4000.00,58.06,543.10,39.30,
0.249,0.242,0.110,0.015,0.007,0.000, ,179.55,175.72,177.44,0.00,0.00,0.00 ,,995.36,116.45,1428.08,107.29,1502.32,108.57,4000.00,19.96,4000.00,58.10,543.10,39.30,
0.264,0.256,0.110,0.015,0.000,0.000, ,179.63,175.72,177.44,0.00,0.00,0.00 ,,956.29,116.45,1256.17,107.47,1398.78,108.64,4000.00,19.93,4000.00,58.17,575.34,39.19,
0.264,0.256,0.103,0.000,0.000,0.000, ,179.71,175.72,177.44,0.00,0.00,0.00 ,,908.42,116.45,1173.14,107.55,1108.67,108.72,4000.00,19.89,4000.00,58.13,571.43,39.27,
0.249,0.249,0.110,0.000,0.000,0.000, ,179.78,175.72,177.44,0.00,0.00,0.00 ,,859.58,116.48,1002.20,107.69,896.70,109.01,4000.00,19.96,4000.00,58.06,571.43,39.27,
0.256,0.264,0.125,0.007,0.000,0.000, ,179.63,175.72,177.44,0.00,0.00,0.00 ,,849.82,116.56,843.96,107.91,742.37,109.08,4000.00,19.93,4000.00,58.06,543.10,39.34,
0.256,0.242,0.088,0.007,0.000,0.000, ,179.71,175.72,177.44,0.00,0.00,0.00 ,,801.95,116.52,708.18,107.99,701.34,109.05,4000.00,19.93,4000.00,58.13,571.43,39.34,
0.242,0.242,0.088,0.007,0.000,0.000, ,179.78,175.72,177.44,0.00,0.00,0.00 ,,734.55,116.56,635.90,108.06,670.09,109.23,4000.00,19.96,4000.00,58.06,571.43,39.34,
0.256,0.264,0.103,0.015,0.000,0.000, ,179.71,175.72,177.44,0.00,0.00,0.00 ,,674.97,116.63,593.89,108.10,659.34,109.23,4000.00,19.93,4000.00,58.06,571.43,39.27,
0.264,0.271,0.095,0.000,0.000,0.000, ,179.86,175.72,177.44,0.00,0.00,0.00 ,,645.67,116.67,571.43,108.17,638.83,109.27,4000.00,19.96,4000.00,58.06,575.34,39.23,
0.256,0.256,0.110,0.000,0.000,0.000, ,179.86,175.72,177.44,0.00,0.00,0.00 ,,635.90,116.74,540.17,108.17,618.32,109.23,4000.00,19.96,4000.00,58.10,571.43,39.27,
0.256,0.271,0.110,0.007,0.000,0.000, ,180.01,175.72,177.44,0.00,0.00,0.00 ,,626.13,116.67,479.61,108.13,597.80,109.27,4000.00,19.93,4000.00,58.17,575.34,39.23,
0.264,0.271,0.117,0.007,0.000,0.000, ,179.94,175.72,177.44,0.00,0.00,0.00 ,,655.43,116.70,394.63,108.21,577.29,109.27,4000.00,19.96,4000.00,58.13,571.43,39.27,
0.264,0.249,0.103,0.037,0.000,0.000, ,180.09,175.72,177.44,0.00,0.00,0.00 ,,674.97,116.67,322.34,108.28,546.03,109.27,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.256,0.256,0.095,0.000,0.007,0.007, ,179.94,175.72,177.44,0.00,0.00,0.00 ,,674.97,116.63,300.85,108.28,536.26,109.27,4000.00,19.93,4000.00,58.06,571.43,39.34,
0.256,0.271,0.117,0.007,0.000,0.000, ,180.17,175.72,177.44,0.00,0.00,0.00 ,,684.74,116.63,311.60,108.32,505.01,109.27,4000.00,19.96,4000.00,58.06,571.43,39.27,
0.242,0.256,0.103,0.000,0.000,0.000, ,180.01,175.72,177.44,0.00,0.00,0.00 ,,685.71,116.56,353.60,108.24,484.49,109.27,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.271,0.249,0.088,0.007,0.000,0.000, ,180.01,175.72,177.44,0.00,0.00,0.00 ,,657.39,116.56,405.37,108.21,495.24,109.27,4000.00,19.96,4000.00,58.13,571.43,39.30,
0.256,0.264,0.103,0.029,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,628.08,116.56,489.38,108.10,484.49,109.27,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.264,0.264,0.117,0.015,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,618.32,116.59,583.15,108.06,453.24,109.23,4000.00,19.93,4000.00,58.02,571.43,39.27,
0.278,0.264,0.103,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,608.55,116.56,625.15,107.99,442.49,109.30,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.249,0.256,0.095,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,608.55,116.59,593.89,107.95,431.75,109.30,4000.00,19.93,4000.00,58.06,571.43,39.34,
0.264,0.264,0.117,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,598.78,116.56,593.89,107.91,443.47,109.27,4000.00,19.96,4000.00,58.13,571.43,39.30,
0.264,0.264,0.103,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,578.27,116.63,604.64,107.91,453.24,109.19,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.256,0.249,0.088,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,560.68,116.56,594.87,107.88,453.24,109.23,4000.00,19.93,4000.00,58.21,571.43,39.27,
0.271,0.264,0.103,0.007,0.000,0.015, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,579.24,116.59,562.64,107.91,432.72,109.27,4000.00,19.96,4000.00,58.06,543.10,39.30,
0.264,0.249,0.117,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,618.32,116.48,543.10,107.88,412.21,109.27,4000.00,19.96,4000.00,58.13,571.43,39.30,
0.249,0.242,0.103,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,608.55,116.45,531.38,107.91,381.93,109.23,4000.00,19.93,4000.00,58.21,571.43,39.27,
0.264,0.256,0.117,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,589.01,116.48,532.36,107.84,339.93,109.19,4000.00,19.93,4000.00,58.17,571.43,39.30,
0.264,0.256,0.117,0.015,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,589.01,116.48,532.36,107.80,330.16,109.27,4000.00,19.89,4000.00,58.06,571.43,39.30,
0.278,0.271,0.125,0.037,0.007,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,598.78,116.45,489.38,107.91,330.16,109.27,4000.00,19.89,4000.00,58.06,571.43,39.30,
0.264,0.271,0.117,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,579.24,116.48,448.35,107.91,330.16,109.19,4000.00,19.93,4000.00,58.02,571.43,39.30,
0.256,0.271,0.125,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,589.01,116.41,406.35,107.91,319.41,109.19,4000.00,19.96,4000.00,58.13,571.43,39.30,
0.264,0.256,0.095,0.015,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,598.78,116.37,354.58,107.91,309.65,109.23,4000.00,19.96,4000.00,58.17,571.43,39.34,
0.264,0.249,0.095,0.022,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,598.78,116.41,301.83,107.99,309.65,109.23,4000.00,19.89,4000.00,58.24,571.43,39.27,
0.256,0.264,0.110,0.015,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,579.24,116.37,270.57,108.06,330.16,109.19,4000.00,19.93,4000.00,58.10,571.43,39.30,
0.264,0.264,0.117,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,541.15,116.41,239.32,108.06,350.67,109.19,4000.00,19.96,4000.00,58.06,571.43,39.30,
0.271,0.271,0.125,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,511.84,116.45,218.80,107.99,360.44,109.16,4000.00,19.96,4000.00,58.13,571.43,39.30,
0.271,0.271,0.117,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,511.84,116.41,198.29,108.02,360.44,109.16,4000.00,19.96,4000.00,58.06,571.43,39.27,
0.278,0.264,0.125,0.015,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,541.15,116.37,187.55,107.99,339.93,109.12,4000.00,19.96,4000.00,58.06,571.43,39.38,
0.271,0.249,0.125,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,570.45,116.37,167.03,108.02,330.16,109.12,4000.00,19.96,4000.00,58.17,571.43,39.27,
0.264,0.264,0.117,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,589.01,116.37,156.29,108.06,339.93,109.08,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.271,0.264,0.110,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,590.96,116.30,156.29,108.06,350.67,109.08,4000.00,19.96,4000.00,58.10,571.43,39.30,
0.264,0.264,0.095,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,579.24,116.34,145.54,108.06,360.44,109.08,4000.00,19.96,4000.00,58.06,571.43,39.34,
0.271,0.256,0.103,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,581.20,116.26,145.54,108.02,360.44,109.08,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.264,0.249,0.103,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,561.66,116.26,145.54,107.99,350.67,109.08,4000.00,19.96,4000.00,58.13,571.43,39.30,
0.271,0.271,0.125,0.007,0.000,0.007, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,551.89,116.26,135.78,107.99,339.93,109.08,4000.00,19.93,4000.00,58.13,571.43,39.30,
0.278,0.264,0.117,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,542.12,116.30,135.78,107.99,319.41,109.05,4000.00,19.96,4000.00,58.10,571.43,39.27,
0.264,0.264,0.110,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,551.89,116.26,135.78,107.99,289.13,109.05,4000.00,19.93,4000.00,58.06,571.43,39.30,
0.278,0.256,0.117,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,581.20,116.23,135.78,107.95,267.64,109.05,4000.00,19.85,4000.00,58.13,571.43,39.34,
0.264,0.256,0.103,0.007,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,610.50,116.23,135.78,107.91,237.36,109.08,4000.00,19.96,4000.00,58.06,571.43,39.34,
0.278,0.264,0.117,0.029,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,629.06,116.15,135.78,107.95,226.62,109.08,4000.00,19.93,4000.00,58.13,571.43,39.30,
0.264,0.249,0.103,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,600.73,116.19,125.03,107.95,226.62,109.12,4000.00,19.93,4000.00,58.06,571.43,39.27,
0.264,0.249,0.103,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,571.43,116.15,125.03,107.95,237.36,109.08,4000.00,19.93,4000.00,58.06,543.10,39.30,
0.278,0.264,0.117,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,542.12,116.15,125.03,107.88,237.36,109.01,4000.00,20.00,4000.00,58.06,543.10,39.30,
0.278,0.249,0.117,0.000,0.000,0.000, ,180.24,175.72,177.44,0.00,0.00,0.00 ,,551.89,116.15,125.03,107.80,247.13,109.05,4000.00,19.93,4000.00,58.06,571.43,39.30,
