SAP ID,109004171231,
HEADER:,
Substation:,FATEHGARH_2,,SAP Equipment No.:,109004171231,,Test Date :,05-07-2023,,
Bay :,707,,Breaker Type :,GL318,,Serial Number :,32710058690010006,,
Employee Id :,60011968,,Manufacturer :,GE,,Gas Pressure :,.7,,
Oil Pressure :,NIL,,Air Pressure :,NIL,,Voltage (kV) :,765,,

SETTINGS :,
Trigger Option :,DCRM,,Sampling Speed (kC) :,10,,Reistance Range uOhm :,8000,,
Plot Length(ms) :,500,,Delay tco (ms) :,300,,Delay toc (ms) :,0,,
Current Range C1(A) :,25,,Current Range C2(A) :,25,,Current Range C3(A) :,25,,
Current Range C4(A) :,25,,Current Range C5(A) :,25,,Current Range C6(A) :,25,,
T1 (mm) :,140.29,,T2 (mm) :,138.89,,T3 (mm) :,0.00,,
T4 (mm) :,0.00,,T5 (mm) :,0.00,,T6 (mm) :,0.00,,

Velocity :,Enabled,,PIR :,Disabled,,Auxiliary :,Enabled,,
Analog Channels :,Enabled,,Linkage Ratio :,2.5,,
Electric Stroke Length T1 :,100,,Electric Stroke Length T2 :,100,,Electric Stroke Length T3 :,100,,
Electric Stroke Length T4 :,100,,Electric Stroke Length T5 :,100,,Electric Stroke Length T6 :,100,,

Velocity Points :,
Close1 :,30,,Open1 :,30,,DefClose :,10,
Close2 :,60,,Open2 :,60,,DefOpen :,10,,

Travel Results	:
Mechanism Travel(T1)(mm) :,56.12,,Mechanism Travel(T2)(mm) :,55.56,,Mechanism Travel(T3)(mm) :,0.00,,
Mechanism Travel(T4)(mm) :,0.00,,Mechanism Travel(T5)(mm) :,0.00,,Mechanism Travel(T6)(mm) :,0.00,,
Contact Travel(T1)(mm) :,140.29,,Contact Travel(T2)(mm) :,138.89,,Contact Travel(T3)(mm) :,0.00,,
Contact Travel(T4)(mm) :,0.00,,Contact Travel(T5)(mm) :,0.00,,Contact Travel(T6)(mm) :,0.00,,
Close - Datum Velocity (m/s)(T1) :,2.81,,Close - Datum Velocity (m/s)(T2) :,2.69,,Close - Datum Velocity (m/s)(T3) :,0.00,,
Close - Datum Velocity (m/s)(T4) :,0.00,,Close - Datum Velocity (m/s)(T5) :,0.00,,Close - Datum Velocity (m/s)(T6) :,0.00,,
Open - Datum Velocity (m/s)(T1) :,5.64,,Open - Datum Velocity (m/s)(T2) :,5.11,,Open - Datum Velocity (m/s)(T3) :,0.00,,
Open - Datum Velocity (m/s)(T4) :,0.00,,Open - Datum Velocity (m/s)(T5) :,0.00,,Open - Datum Velocity (m/s)(T6) :,0.00,,
Close - Over Travel(T1)(mm) :,4.03,,Close - Over Travel(T2)(mm) :,3.48,,Close - Over Travel(T3)(mm) :,0,,
Close - Over Travel(T4)(mm) :,0,,Close - Over Travel(T5)(mm) :,0,,Close - Over Travel(T6)(mm) :,0,,
Open -Rebound(T1)(mm) :,0.24,,Open - Rebound(T2)(mm) :,0.61,,Open -Rebound(T3)(mm) :,0.00,,
Open - Rebound(T4)(mm) :,0.00,,Open - Rebound(T5)(mm) :,0.00,,Open - Rebound(T6)(mm) :,0.00,,
Coil Current (A)(C1) :,10.302,,Coil Current (A)(C2) :,3.458,,Coil Current (A)(C3) :,3.554,,
Coil Current (A)(C4) :,3.554,,Coil Current (A)(C5) :,0.051,,Coil Current (A)(C6) :,0.044,,

,,,,,,,,,,,,,,Close -Velocity (m/s) :,2.86,Close -Velocity (m/s) :,2.86,Close -Velocity (m/s) :,2.84,Close -Velocity (m/s) :,2.83,Close -Velocity (m/s) :,0.00,Close -Velocity (m/s) :,0.00,
4.470,0.000,0.000,0.000,0.000,0.000, ,0.40,0.26,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,169.96,0.00,
4.755,0.000,0.000,0.022,0.007,0.000, ,0.40,0.26,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
4.997,0.000,0.007,0.022,0.000,0.000, ,0.34,0.26,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
5.246,0.000,0.000,0.007,0.029,0.022, ,0.46,0.20,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,66.42,0.00,0.00,0.00,
5.495,0.000,0.015,0.000,0.000,0.000, ,0.40,0.20,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
5.708,0.000,0.000,0.015,0.007,0.000, ,0.40,0.32,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
5.950,0.000,0.000,0.007,0.007,0.000, ,0.34,0.14,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
6.177,0.000,0.000,0.000,0.007,0.007, ,0.27,0.20,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,97.68,0.00,0.00,0.00,
6.375,0.000,0.000,0.007,0.015,0.000, ,0.34,0.20,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,0.00,0.00,
6.594,0.000,0.000,0.000,0.000,0.015, ,0.21,0.08,0.24,0.06,0.49,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,66.42,0.00,0.00,0.00,
6.785,0.000,0.000,0.000,0.015,0.000, ,0.40,0.14,0.43,0.24,0.79,0.55 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,99.63,0.00,0.00,0.00,
6.997,0.000,0.000,0.000,0.015,0.000, ,0.27,0.08,0.49,0.49,0.92,0.49 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
7.173,0.000,0.000,0.000,0.022,0.015, ,0.34,0.14,0.55,0.37,0.92,0.73 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,0.00,0.00,
7.320,0.000,0.000,0.007,0.000,0.000, ,0.21,0.14,0.61,0.55,1.10,0.67 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
7.503,0.000,0.000,0.000,0.000,0.000, ,0.27,0.14,0.67,0.49,1.10,0.73 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,173.87,0.00,
7.627,0.000,0.007,0.000,0.037,0.029, ,0.15,0.08,0.61,0.43,0.98,0.61 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
7.774,0.000,0.000,0.000,0.000,0.000, ,0.21,0.02,0.73,0.61,1.16,0.92 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
7.891,0.000,0.000,0.015,0.000,0.000, ,0.27,0.20,0.85,0.73,1.28,0.85 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,66.42,0.00,0.00,0.00,
7.979,0.000,0.000,0.000,0.007,0.000, ,0.34,0.20,0.85,0.61,1.22,0.85 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
8.082,0.000,0.000,0.000,0.022,0.000, ,0.21,0.02,0.73,0.55,1.10,0.85 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
8.162,0.000,0.015,0.000,0.015,0.015, ,0.15,0.02,0.73,0.67,1.16,0.73 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
8.184,0.000,0.000,0.000,0.029,0.022, ,0.21,0.08,0.73,0.49,1.16,0.73 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
8.258,0.000,0.000,0.007,0.000,0.000, ,0.15,0.20,0.73,0.49,1.10,0.73 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
8.272,0.000,0.000,0.000,0.007,0.015, ,0.15,0.08,0.73,0.49,0.98,0.79 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
8.294,0.000,0.000,0.000,0.000,0.000, ,0.27,0.02,0.67,0.49,1.16,0.79 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,0.00,0.00,
8.368,0.000,0.000,0.007,0.007,0.000, ,0.21,0.14,0.49,0.55,0.98,0.55 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,66.42,0.00,0.00,0.00,
8.397,0.000,0.000,0.000,0.029,0.000, ,0.21,0.08,0.55,0.49,1.04,0.61 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
8.507,0.000,0.000,0.000,0.000,0.022, ,0.21,0.08,0.37,0.37,1.04,0.67 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
8.602,0.000,0.000,0.000,0.015,0.000, ,0.21,0.08,0.31,0.12,0.73,0.37 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
8.690,0.000,0.007,0.007,0.000,0.000, ,0.15,0.08,0.18,0.18,0.67,0.31 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,66.42,0.00,0.00,0.00,
8.814,0.000,0.007,0.000,0.007,0.015, ,0.15,-0.05,0.12,0.06,0.61,0.18 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,173.87,0.00,
8.924,0.000,0.000,0.015,0.022,0.015, ,0.09,0.08,0.24,0.18,0.61,0.31 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
9.027,0.000,0.000,0.000,0.029,0.022, ,0.21,0.08,0.18,0.12,0.61,0.24 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,0.00,0.00,
9.108,0.000,0.000,0.000,0.000,0.000, ,0.15,0.08,0.61,0.43,1.04,0.73 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
9.195,0.000,0.000,0.007,0.029,0.029, ,0.15,-0.05,0.61,0.55,1.10,0.61 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
9.313,0.000,0.015,0.000,0.015,0.007, ,0.15,0.02,0.43,0.24,0.98,0.55 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
9.401,0.000,0.007,0.007,0.000,0.000, ,0.15,0.02,0.24,0.24,0.92,0.55 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
9.474,0.000,0.000,0.007,0.015,0.015, ,0.09,0.08,0.67,0.61,1.10,0.67 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
9.547,0.000,0.000,0.000,0.007,0.000, ,0.09,0.02,0.37,0.31,0.92,0.49 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,97.68,0.00,0.00,0.00,
9.613,0.000,0.000,0.000,0.000,0.000, ,0.09,0.02,0.18,0.06,0.61,0.06 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
9.679,0.000,0.000,0.000,0.015,0.007, ,0.15,0.02,0.18,0.06,0.55,0.18 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,0.00,0.00,
9.723,0.000,0.000,0.000,0.000,0.000, ,0.15,0.14,0.18,0.12,0.49,0.12 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
9.789,0.000,0.000,0.007,0.000,0.000, ,0.09,0.08,0.12,0.06,0.49,0.06 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,169.96,0.00,
9.826,0.000,0.000,0.000,0.029,0.029, ,0.15,0.08,0.00,0.00,0.37,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
9.892,0.000,0.000,0.000,0.015,0.007, ,0.09,0.14,0.00,0.00,0.37,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
9.921,0.000,0.000,0.000,0.007,0.000, ,0.03,-0.05,0.00,0.00,0.31,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,66.42,0.00,0.00,0.00,
9.987,0.000,0.000,0.015,0.015,0.000, ,0.03,0.02,0.00,0.00,0.12,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,169.96,0.00,
10.038,0.000,0.000,0.000,0.015,0.015, ,0.03,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,0.00,0.00,
10.045,0.000,0.000,0.007,0.007,0.000, ,0.03,0.08,0.00,0.00,0.06,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
10.045,0.000,0.000,0.000,0.022,0.007, ,0.09,0.08,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,97.68,0.00,0.00,0.00,
10.104,0.000,0.000,0.000,0.007,0.000, ,0.03,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,66.42,0.00,0.00,0.00,
10.126,0.000,0.000,0.022,0.000,0.000, ,-0.03,0.08,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
10.126,0.000,0.000,0.000,0.022,0.007, ,0.09,0.08,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,169.96,0.00,
10.163,0.000,0.000,0.000,0.007,0.000, ,-0.03,0.02,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.155,0.000,0.000,0.022,0.007,0.007, ,0.09,0.02,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.177,0.000,0.000,0.000,0.015,0.007, ,-0.03,0.02,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.214,0.000,0.007,0.007,0.000,0.000, ,-0.03,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,0.00,0.00,
10.214,0.000,0.000,0.000,0.015,0.007, ,0.03,0.02,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.236,0.000,0.000,0.015,0.037,0.037, ,0.03,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.236,0.000,0.000,0.000,0.000,0.000, ,-0.03,0.08,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
10.243,0.000,0.000,0.000,0.000,0.000, ,-0.03,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,169.96,0.00,
10.251,0.000,0.007,0.000,0.000,0.007, ,-0.09,-0.11,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
10.265,0.000,0.007,0.000,0.029,0.022, ,-0.03,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
10.258,0.000,0.000,0.000,0.000,0.000, ,0.03,-0.17,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,
10.280,0.000,0.000,0.007,0.000,0.000, ,-0.09,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.251,0.000,0.000,0.000,0.022,0.015, ,-0.03,0.02,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.265,0.000,0.000,0.015,0.000,0.000, ,-0.09,-0.11,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.258,0.000,0.000,0.022,0.022,0.007, ,-0.03,0.02,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.258,0.000,0.000,0.000,0.015,0.015, ,-0.03,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,64.47,0.00,0.00,0.00,
10.280,0.000,0.000,0.007,0.007,0.000, ,-0.15,-0.17,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.280,0.000,0.000,0.007,0.022,0.022, ,-0.15,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.265,0.000,0.000,0.000,0.015,0.000, ,-0.09,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.258,0.000,0.000,0.015,0.015,0.000, ,-0.03,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.265,0.000,0.000,0.007,0.015,0.007, ,-0.09,-0.05,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,33.21,0.00,0.00,0.00,
10.265,0.000,0.007,0.007,0.015,0.007, ,-0.15,-0.17,0.00,0.00,0.00,0.00 ,,8000.00,0.00,8000.00,0.00,8000.00,0.00,8000.00,0.00,66.42,0.00,0.00,0.00,
