,,,,,,,,,,,,,,Close -Velocity (m/s) :,3.84,Close -Velocity (m/s) :,3.84,Close -Velocity (m/s) :,3.88,Close -Velocity (m/s) :,3.77,Close -Velocity (m/s) :,0,Close -Velocity (m/s) :,0
0,0,0,0.044,0,0, ,125.74,126.71,0,0,0,0,,3324.05,106.41,1773.87,117.47,2940.17,107,4000,105.49,4000,0,0,0
0,0,0,0.059,0,0, ,126.3,127.19,0,0,0,0,,3704.03,106.01,1913.55,117.55,3217.58,106.92,3901.34,105.6,4000,0,0,0
0,0,0,0.059,0,0, ,126.77,127.82,0,0,0,0,,3966.79,105.79,1784.62,117.44,3341.64,106.81,3776.31,105.68,4000,0,0,0
0,0,0,0.059,0,0, ,127.56,128.14,0,0,0,0,,3904.27,105.6,2237.85,117.25,3661.05,106.48,3637.61,105.79,4000,0,0,0
0,0,0,0.073,0,0, ,128.04,128.93,0,0,0,0,,3923.81,105.57,2438.1,116.96,4000,106.19,3646.4,105.79,4000,0,0,0
0,0,0,0.059,0,0, ,128.51,129.32,0,0,0,0,,3851.53,105.31,2737,116.48,3962.88,105.97,3908.18,105.64,4000,0,0,0
0,0,0,0.051,0,0, ,128.83,129.8,0,0,0,0,,3640.54,105.49,2316,116.56,3774.36,106.01,3894.51,105.57,4000,0,0,0
0,0,0,0.051,0,0, ,129.22,130.19,0,0,0,0,,3670.82,105.64,2222.22,116.7,3456.9,106.26,3786.08,105.64,4000,0,0,0
0,0,0,0.051,0,0, ,129.78,130.75,0,0,0,0,,3690.35,105.68,1988.77,116.85,3362.15,106.41,3490.11,105.82,4000,0,0,0
0,0,0,0.051,0,0, ,130.17,131.22,0,0,0,0,,3433.46,105.75,1769.96,117.07,3550.67,106.37,3005.62,106.08,4000,0,0,0
0,0,0,0.066,0,0, ,130.57,131.54,0,0,0,0,,3436.39,105.79,1823.69,117.22,3393.41,106.45,2862.03,106.34,4000,0,0,0
0,0,0,0.066,0,0, ,131.04,132.09,0,0,0,0,,3345.54,105.86,1855.92,117.11,3249.82,106.48,2849.33,106.41,4000,0,0,0
0,0,0.007,0.066,0,0, ,131.6,132.73,0,0,0,0,,3229.3,105.9,1863.74,117.07,3147.25,106.56,2726.25,106.52,4000,0,0,0
0,0,0,0.051,0,0, ,131.84,133.04,0,0,0,0,,2863.98,106.15,1723.08,117.11,3400.24,106.45,2730.16,106.59,4000,0,0,0
0,0,0,0.051,0,0, ,132.31,133.52,0,0,0,0,,2294.51,106.52,1894.99,117,3208.79,106.48,2869.84,106.59,4000,0,0,0
0,0,0,0.059,0,0, ,132.86,134.07,0,0,0,0,,2137.24,106.81,1805.13,117.03,3295.73,106.45,2972.41,106.56,4000,0,0,0
0,0,0,0.059,0,0, ,133.34,134.47,0,0,0,0,,1844.2,107,1617.58,117.03,3392.43,106.34,2950.92,106.52,4000,0,0,0
0,0,0.007,0.066,0,0, ,133.73,134.86,0,0,0,0,,1840.29,107.18,1526.74,117.14,3253.72,106.37,2795.6,106.59,4000,0,0,0
0,0,0,0.066,0,0, ,134.05,135.34,0,0,0,0,,1829.55,107.18,1511.11,117.14,2847.37,106.56,2737.97,106.59,4000,0,0,0
0,0,0.007,0.073,0,0, ,134.53,135.81,0,0,0,0,,1854.95,107.22,1324.54,117.25,2777.05,106.63,2640.29,106.67,4000,0,0,0
0,0,0,0.051,0,0, ,134.84,136.44,0,0,0,0,,1670.33,107.03,1195.6,117.25,3204.88,106.37,2475.21,106.74,4000,0,0,0
0,0,0,0.044,0,0, ,135.24,136.6,0,0,0,0,,1653.72,107.18,1087.18,117.47,3368.01,106.23,2409.77,106.81,4000,0,0,0
0,0,0,0.051,0,0, ,135.63,137.31,0,0,0,0,,1556.04,107.33,1095.97,117.55,3362.15,106.15,2376.56,106.89,4000,0,0,0
0,0,0,0.059,0,0, ,136.11,137.79,0,0,0,0,,1588.28,107.4,1110.62,117.51,3055.43,106.23,2494.75,106.89,4000,0,0,0
0,0,0,0.059,0,0, ,136.42,138.18,0,0,0,0,,1595.12,107.4,1141.88,117.51,2875.7,106.34,2653.97,106.78,4000,0,0,0
0,0,0,0.066,0,0, ,136.66,138.58,0,0,0,0,,1552.14,107.4,1132.11,117.4,2730.16,106.41,2688.16,106.74,4000,0,0,0
0,0,0,0.066,0,0, ,137.37,139.29,0,0,0,0,,1753.36,107.33,1092.06,117.4,2603.17,106.56,2630.53,106.67,4000,0,0,0
0,0,0,0.059,0,0, ,137.69,139.61,0,0,0,0,,1800.24,107.18,1062.76,117.36,2546.52,106.63,2595.36,106.63,4000,0,0,0
0,0,0,0.066,0,0, ,138.09,139.93,0,0,0,0,,1822.71,107.14,1014.9,117.36,2517.22,106.63,2388.28,106.7,4000,0,0,0
0,0,0,0.059,0,0, ,138.32,140.4,0,0,0,0,,1810.01,107.07,989.5,117.4,2444.93,106.67,2263.25,106.81,4000,0,0,0
0,0,0,0.059,0,0, ,138.96,141.03,0,0,0,0,,1975.09,106.96,975.82,117.36,2388.28,106.7,2240.78,106.85,4000,0,0,0
0,0,0,0.066,0,0, ,139.11,141.35,0,0,0,0,,1975.09,106.96,934.8,117.36,2457.63,106.7,2340.42,106.85,4000,0,0,0
0,0,0.007,0.066,0,0, ,139.51,141.82,0,0,0,0,,1844.2,106.96,941.64,117.36,2514.29,106.52,2275.95,106.81,4000,0,0,0
0,0,0,0.066,0,0, ,139.91,142.3,0,0,0,0,,1780.71,106.89,1098.9,117.22,2435.16,106.48,2207.57,106.74,4000,0,0,0
0,0,0,0.051,0,0, ,140.22,142.69,0,0,0,0,,1894.99,106.92,1178.02,117.07,2405.86,106.52,2260.32,106.81,4000,0,0,0
0,0.007,0,0.051,0,0, ,140.62,142.93,0,0,0,0,,1860.81,106.92,1211.23,117,2363.86,106.56,2361.9,106.74,4000,0,0,0
0,0.044,0,0.051,0,0, ,140.85,143.64,0,0,0,0,,1917.46,106.85,1215.14,116.96,2273.99,106.56,2352.14,106.7,4000,0,0,0
0,0.066,0,0.059,0,0, ,141.65,144.28,0,0,0,0,,2075.7,106.74,1199.51,116.89,2224.18,106.74,2265.2,106.74,4000,0,0,0
0,0.103,0,0.059,0,0, ,141.65,144.51,0,0,0,0,,1955.56,106.67,1191.7,116.85,2253.48,106.7,2221.25,106.74,4000,0,0,0
0,0.139,0.015,0.066,0,0, ,142.44,145.15,0,0,0,0,,1737.73,106.67,1110.62,116.85,2333.58,106.63,2258.36,106.7,4000,0,0,0
0,0.161,0.015,0.051,0,0, ,142.75,145.54,0,0,0,0,,1603.91,106.78,1000.24,116.89,2344.32,106.67,2201.71,106.74,4000,0,0,0
0,0.198,0.007,0.066,0,0, ,143.23,145.86,0,0,0,0,,1723.08,106.78,974.85,116.92,2197.8,106.74,2115.75,106.78,4000,0,0,0
0,0.22,0.022,0.051,0,0, ,143.62,146.18,0,0,0,0,,1747.5,106.81,979.73,117,2028.82,106.89,2069.84,106.81,4000,0,0,0
0,0.249,0.007,0.051,0,0, ,144.02,146.65,0,0,0,0,,1636.14,106.85,1065.69,116.96,2022.95,106.89,2090.35,106.81,4000,0,0,0
0,0.278,0.022,0.073,0,0, ,144.49,147.13,0,0,0,0,,1611.72,106.89,1088.16,116.89,2201.71,106.89,2078.63,106.81,4000,0,0,0
0,0.308,0.044,0.066,0,0, ,144.73,147.52,0,0,0,0,,2004.4,106.78,1035.41,116.85,2316.97,106.85,2120.63,106.89,4000,0,0,0
0,0.33,0.073,0.066,0,0, ,145.21,148.07,0,0,0,0,,2206.59,106.56,966.06,116.89,2301.34,106.81,1941.88,106.85,4000,0,0,0
0,0.33,0.081,0.059,0,0, ,145.52,148.23,0,0,0,0,,2138.22,106.48,911.36,116.89,2246.64,106.81,1760.2,106.96,4000,0,0,0
0,0.33,0.081,0.051,0,0, ,146.24,148.71,0,0,0,0,,1711.36,106.67,879.12,116.96,2189.99,106.85,1287.42,107.22,4000,0,0,0
0,0.352,0.095,0.051,0,0, ,146.39,149.18,0,0,0,0,,1528.69,106.74,864.47,116.92,2142.12,106.89,751.16,107.66,4000,0,0,0
0,0.344,0.095,0.059,0,0, ,146.71,149.66,0,0,0,0,,1617.58,106.78,850.79,116.92,2122.59,106.92,798.05,107.77,4000,0,0,0
0,0.352,0.095,0.059,0,0, ,147.5,150.05,0,0,0,0,,1812.94,106.74,849.82,116.92,2150.92,106.96,1155.56,107.51,4000,0,0,0
0,0.286,0.095,0.066,0,0, ,147.66,150.29,0,0,0,0,,1818.8,106.67,855.68,116.89,2228.08,106.92,1278.63,107.25,4000,0,0,0
0,0.234,0.117,0.044,0,0, ,148.21,151.08,0,0,0,0,,1571.67,106.74,853.72,116.89,2239.8,106.89,1779.73,107.03,4000,0,0,0
0,0.191,0.11,0.088,0,0, ,148.45,151.16,0,0,0,0,,943.59,107.03,841.03,116.89,2244.69,106.85,1852.01,106.81,4000,0,0,0
0,0.139,0.088,0.059,0,0, ,148.93,151.56,0,0,0,0,,638.83,107.33,829.3,116.85,2257.39,106.85,2083.52,106.7,4000,0,0,0
0,0.095,0.088,0.051,0,0, ,149.56,152.19,0,0,0,0,,711.11,107.4,818.56,116.85,2167.52,106.92,2201.71,106.63,4000,0,0,0
0,0.066,0.081,0.059,0,0, ,149.95,152.74,0,0,0,0,,1184.86,107.11,823.44,116.78,2087.42,107,2119.66,106.67,4000,0,0,0
0,0.059,0.081,0.059,0,0, ,150.27,152.9,0,0,0,0,,1519.9,106.89,817.58,116.78,2171.43,107,1516,106.92,4000,0,0,0
0,0.051,0.073,0.066,0,0, ,150.59,153.45,0,0,0,0,,1770.94,106.7,830.28,116.81,2271.06,106.92,898.66,107.4,4000,0,0,0
0,0.037,0.066,0.066,0,0, ,151.06,153.77,0,0,0,0,,1981.93,106.52,591.94,116.89,2316.97,106.89,740.42,107.66,4000,0,0,0
0,0.029,0.066,0.051,0,0, ,151.54,154.25,0,0,0,0,,1981.93,106.45,416.12,117.03,2302.32,106.85,774.6,107.77,4000,0,0,0
0,0.007,0.044,0.044,0,0, ,152.01,154.88,0,0,0,0,,1840.29,106.37,382.91,117.14,2409.77,106.78,875.21,107.77,4000,0,0,0
0,0,0.029,0.059,0,0, ,152.33,155.2,0,0,0,0,,1399.76,106.59,526.5,117.14,2455.68,106.74,1062.76,107.66,4000,0,0,0
0,0,0.015,0.051,0,0, ,152.72,155.51,0,0,0,0,,860.56,106.81,534.31,117.07,2441.03,106.78,1135.04,107.51,4000,0,0,0
0,0,0.022,0.051,0,0, ,153.12,155.91,0,0,0,0,,754.09,106.7,490.35,116.85,2425.4,106.74,1000.24,107.55,4000,0,0,0
0,0,0.022,0.059,0,0, ,153.67,156.54,0,0,0,0,,903.54,106.34,777.53,116.34,2266.18,106.59,872.28,107.51,4000,0,0,0
0,0,0.007,0.073,0,0, ,153.99,156.7,0,0,0,0,,747.25,106.34,880.1,116.04,2200.73,106.67,744.32,107.47,4000,0,0,0
0,0,0.015,0.066,0,0, ,154.62,157.49,0,0,0,0,,882.05,106.59,880.1,116.08,2126.5,106.78,592.92,107.58,4000,0,0,0
0,0,0,0.051,0,0, ,155.1,157.49,0,0,0,0,,968.01,106.81,808.79,116.08,2135.29,106.85,566.54,107.77,4000,0,0,0
0,0,0,0.059,0,0, ,155.65,157.89,0,0,0,0,,880.1,106.92,544.08,116.3,1753.36,107.07,600.73,107.8,4000,0,0,0
0,0,0,0.059,0,0, ,155.89,158.2,0,0,0,0,,750.18,107.07,434.68,116.41,1065.69,107.51,463,107.88,4000,0,0,0
0,0,0.015,0.051,0,0, ,156.28,158.76,0,0,0,0,,746.28,107.07,549.94,116.41,694.51,107.99,386.81,107.88,4000,0,0,0
0,0,0,0.073,0,0, ,156.68,158.99,0,0,0,0,,607.57,107.07,556.78,116.37,515.75,108.21,316.48,107.88,4000,0,0,0
0,0,0,0.051,0,0, ,157.15,159.47,0,0,0,0,,481.56,107.18,488.4,116.3,480.59,108.24,239.32,107.88,4000,0,0,0
0,0,0,0.059,0,0, ,157.23,159.86,0,0,0,0,,405.37,107.25,409.28,116.3,547.01,108.28,195.36,107.91,4000,0,0,0
0,0,0,0.051,0,0, ,157.71,160.26,0,0,0,0,,329.18,107.22,430.77,116.12,922.1,107.91,178.75,107.91,4000,0,0,0
0,0,0,0.051,0,0, ,158.02,160.58,0,0,0,0,,265.69,106.96,475.7,115.86,854.7,107.66,168.99,107.8,4000,0,0,0
0,0,0,0.059,0,0, ,158.58,160.97,0,0,0,0,,229.55,107.11,445.42,116.08,668.13,107.91,150.43,107.95,4000,0,0,0
0,0,0,0.059,0,0, ,158.89,161.37,0,0,0,0,,209.04,107.11,411.23,116.19,1028.57,107.8,136.75,108.02,4000,0,0,0
0,0,0.007,0.059,0,0, ,159.21,161.68,0,0,0,0,,209.04,107.11,372.16,116.19,1137,107.73,134.8,107.99,4000,0,0,0
0,0,0.015,0.059,0,0, ,159.29,162.08,0,0,0,0,,231.5,107.18,314.53,116.34,875.21,107.8,116.24,107.99,4000,0,0,0
0,0,0,0.051,0,0, ,159.37,162.55,0,0,0,0,,211.97,107.25,248.11,116.34,862.52,107.91,108.42,107.95,4000,0,0,0
0,0,0,0.051,0,0, ,159.61,162.79,0,0,0,0,,179.73,107.36,221.73,116.37,823.44,107.95,98.66,107.99,4000,0,0,0
0,0,0,0.044,0,0, ,159.84,162.95,0,0,0,0,,148.47,107.51,181.68,116.63,651.53,108.1,90.84,108.02,4000,0,0,0
0,0,0,0.059,0,0, ,160,163.42,0,0,0,0,,127.96,107.69,156.29,116.92,460.07,108.32,91.82,108.17,4000,0,0,0
0,0,0,0.051,0,0, ,160.48,163.9,0,0,0,0,,105.49,107.29,143.59,116.59,438.58,108.13,87.91,107.95,4000,0,0,0
0,0,0,0.059,0,0, ,160.71,164.29,0,0,0,0,,96.7,107.44,130.89,116.81,418.07,108.28,86.94,108.06,4000,0,0,0
0,0,0,0.066,0,0, ,161.11,164.69,0,0,0,0,,97.68,107.62,123.08,116.92,371.18,108.42,86.94,108.13,4000,0,0,0
0,0,0,0.051,0,0, ,161.03,164.93,0,0,0,0,,101.59,107.73,109.4,116.96,399.51,108.46,83.03,108.1,4000,0,0,0
0,0,0,0.051,0,0, ,161.35,165.24,0,0,0,0,,97.68,107.84,100.61,117,322.34,108.5,81.07,108.13,4000,0,0,0
0,0,0.007,0.051,0,0, ,161.58,165.56,0,0,0,0,,90.84,107.91,93.77,117,248.11,108.53,83.03,108.17,4000,0,0,0
0,0,0,0.051,0,0, ,161.98,166.04,0,0,0,0,,72.28,107.84,88.89,117,218.8,108.57,83.03,108.17,4000,0,0,0
0,0,0.007,0.059,0,0, ,162.06,166.04,0,0,0,0,,61.54,107.8,84,116.96,198.29,108.57,78.14,108.17,4000,0,0,0
0,0,0.007,0.059,0,0, ,162.45,166.51,0,0,0,0,,51.77,107.66,83.03,116.96,173.87,108.61,74.24,108.1,4000,0,0,0
0,0,0,0.059,0,0, ,162.85,166.98,0,0,0,0,,60.56,107.29,76.19,116.78,148.47,108.46,74.24,107.95,4000,0,0,0
0,0,0,0.066,0,0, ,162.93,167.14,0,0,0,0,,76.19,107.22,75.21,116.63,132.84,108.42,73.26,107.88,4000,0,0,0
0,0,0,0.051,0,0, ,163.17,167.38,0,0,0,0,,89.87,107.47,74.24,116.85,120.15,108.5,74.24,107.99,4000,0,0,0
0,0,0,0.051,0,0, ,163.56,167.78,0,0,0,0,,92.8,107.66,72.28,116.85,110.38,108.61,74.24,108.02,4000,0,0,0
0,0,0,0.044,0,0, ,164.27,168.25,0,0,0,0,,83.03,107.77,72.28,116.85,99.63,108.61,76.19,108.06,4000,0,0,0
0,0,0,0.059,0,0, ,164.59,168.49,0,0,0,0,,76.19,107.8,71.31,116.92,90.84,108.61,76.19,108.1,4000,0,0,0
0,0,0,0.059,0,0, ,164.91,168.65,0,0,0,0,,66.42,107.8,71.31,116.89,84,108.61,79.12,108.06,4000,0,0,0
0,0,0,0.073,0,0, ,165.3,169.12,0,0,0,0,,59.58,107.8,70.33,116.89,80.1,108.57,77.17,107.99,4000,0,0,0
0,0,0,0.066,0,0, ,165.46,169.28,0,0,0,0,,56.65,107.73,67.4,116.89,77.17,108.57,73.26,107.99,4000,0,0,0
0,0,0,0.066,0,0, ,165.94,169.6,0,0,0,0,,54.7,107.66,67.4,116.89,71.31,108.57,73.26,108.02,4000,0,0,0
0,0,0,0.051,0,0, ,166.49,169.83,0,0,0,0,,59.58,107.62,67.4,116.85,71.31,108.57,72.28,108.02,4000,0,0,0
0,0,0,0.051,0,0, ,166.49,170.15,0,0,0,0,,62.52,107.14,69.35,116.45,69.35,108.35,75.21,107.8,4000,0,0,0
0,0,0.007,0.059,0,0, ,166.65,170.39,0,0,0,0,,66.42,107.4,69.35,116.59,69.35,108.46,74.24,107.88,4000,0,0,0
0,0,0,0.051,0,0, ,166.96,170.62,0,0,0,0,,65.45,107.51,66.42,116.7,67.4,108.5,72.28,107.91,4000,0,0,0
0,0,0,0.059,0,0, ,167.2,170.7,0,0,0,0,,65.45,107.51,67.4,116.7,67.4,108.53,70.33,107.95,4000,0,0,0
0,0,0.007,0.059,0,0, ,167.52,171.02,0,0,0,0,,66.42,107.55,66.42,116.74,66.42,108.5,70.33,107.99,4000,0,0,0
0,0,0,0.059,0,0, ,167.52,171.18,0,0,0,0,,69.35,107.62,65.45,116.7,66.42,108.5,70.33,107.99,4000,0,0,0
0,0,0,0.044,0,0, ,168.07,171.73,0,0,0,0,,68.38,107.66,67.4,116.7,64.47,108.5,70.33,107.99,4000,0,0,0
0,0,0,0.051,0,0, ,168.23,172.05,0,0,0,0,,63.49,107.66,67.4,116.7,66.42,108.5,74.24,107.99,4000,0,0,0
0,0,0,0.059,0,0, ,168.23,171.89,0,0,0,0,,61.54,107.66,66.42,116.7,64.47,108.5,72.28,107.99,4000,0,0,0
0,0,0,0.066,0,0, ,168.47,172.36,0,0,0,0,,61.54,107.66,66.42,116.7,63.49,108.46,70.33,107.95,4000,0,0,0
0,0,0,0.066,0,0, ,168.55,172.44,0,0,0,0,,61.54,107.58,66.42,116.67,63.49,108.46,72.28,107.91,4000,0,0,0
0,0,0.007,0.066,0,0, ,168.47,172.52,0,0,0,0,,55.68,107.58,65.45,116.67,64.47,108.42,69.35,107.91,4000,0,0,0
0,0,0,0.059,0,0, ,168.55,172.84,0,0,0,0,,55.68,107.55,65.45,116.63,62.52,108.42,67.4,107.95,4000,0,0,0
0,0,0,0.059,0,0, ,168.63,173.24,0,0,0,0,,57.63,107.55,66.42,116.56,63.49,108.46,69.35,107.91,4000,0,0,0
0,0,0,0.044,0,0, ,168.78,173.24,0,0,0,0,,58.61,107.51,66.42,116.63,66.42,108.42,70.33,107.91,4000,0,0,0
0,0,0,0.066,0,0, ,168.86,173.31,0,0,0,0,,60.56,107.07,65.45,116.26,62.52,108.21,70.33,107.66,4000,0,0,0
0,0,0,0.044,0,0, ,169.02,173.47,0,0,0,0,,58.61,107.29,65.45,116.41,62.52,108.24,69.35,107.73,4000,0,0,0
0,0,0,0.059,0,0, ,169.26,173.71,0,0,0,0,,57.63,107.36,65.45,116.48,60.56,108.32,69.35,107.73,4000,0,0,0
0,0,0,0.066,0,0, ,169.02,173.71,0,0,0,0,,61.54,107.44,64.47,116.52,62.52,108.32,68.38,107.77,4000,0,0,0
0,0,0,0.044,0,0, ,169.26,174.11,0,0,0,0,,62.52,107.47,64.47,116.52,62.52,108.39,72.28,107.8,4000,0,0,0
0,0,0,0.059,0,0, ,169.34,174.18,0,0,0,0,,64.47,107.51,64.47,116.52,64.47,108.35,70.33,107.8,4000,0,0,0
0,0,0,0.059,0,0, ,169.5,174.34,0,0,0,0,,61.54,107.55,65.45,116.48,66.42,108.32,70.33,107.88,4000,0,0,0
0,0,0,0.066,0,0, ,169.73,174.66,0,0,0,0,,61.54,107.51,65.45,116.52,64.47,108.35,69.35,107.88,4000,0,0,0
0,0,0,0.066,0,0, ,169.81,174.82,0,0,0,0,,59.58,107.51,64.47,116.48,66.42,108.32,70.33,107.77,4000,0,0,0
0,0,0,0.059,0,0, ,170.13,174.98,0,0,0,0,,55.68,107.47,64.47,116.48,60.56,108.32,69.35,107.77,4000,0,0,0
0,0,0,0.051,0,0, ,170.37,175.29,0,0,0,0,,55.68,107.47,62.52,116.48,62.52,108.28,68.38,107.77,4000,0,0,0
0,0,0,0.044,0,0, ,170.53,175.37,0,0,0,0,,55.68,107.47,65.45,116.45,64.47,108.28,70.33,107.8,4000,0,0,0
0,0,0,0.044,0,0, ,170.76,175.53,0,0,0,0,,55.68,107.44,65.45,116.45,64.47,108.28,69.35,107.8,4000,0,0,0
0,0,0,0.051,0,0, ,171.08,175.85,0,0,0,0,,58.61,107.44,64.47,116.37,63.49,108.28,66.42,107.77,4000,0,0,0
0,0,0,0.059,0,0, ,171.16,175.85,0,0,0,0,,58.61,107.44,64.47,116.37,63.49,108.32,70.33,107.77,4000,0,0,0
0,0,0,0.051,0,0, ,171.47,175.93,0,0,0,0,,61.54,107.44,65.45,116.37,62.52,108.28,68.38,107.77,4000,0,0,0
0,0,0,0.059,0,0, ,171.95,176.24,0,0,0,0,,59.58,107.4,62.52,116.34,62.52,108.28,69.35,107.69,4000,0,0,0
0,0,0,0.059,0,0, ,172.11,176.48,0,0,0,0,,57.63,107.4,64.47,116.34,60.56,108.21,68.38,107.73,4000,0,0,0
0,0,0,0.051,0,0, ,172.42,176.64,0,0,0,0,,51.77,107.36,62.52,116.34,60.56,108.24,66.42,107.69,4000,0,0,0
0,0,0,0.044,0,0, ,172.82,176.87,0,0,0,0,,50.79,107.33,64.47,116.34,60.56,108.21,68.38,107.69,4000,0,0,0
0,0,0,0.066,0,0, ,173.22,177.19,0,0,0,0,,54.7,107.36,64.47,116.34,62.52,108.21,69.35,107.69,4000,0,0,0
0,0,0,0.066,0,0, ,173.53,177.11,0,0,0,0,,59.58,107.33,64.47,116.3,62.52,108.21,66.42,107.69,4000,0,36.14,0
0,0,0,0.066,0,0, ,173.69,177.35,0,0,0,0,,61.54,107.4,64.47,116.26,63.49,108.17,66.42,107.69,4000,0,0,0
0,0,0,0.066,0,0, ,174.09,177.82,0,0,0,0,,62.52,107.33,63.49,116.26,60.56,108.13,69.35,107.66,4000,0,0,0
0,0,0,0.051,0,0, ,174.24,177.9,0,0,0,0,,64.47,107.36,63.49,116.26,60.56,108.13,68.38,107.58,4000,0,0,0
0,0,0,0.037,0,0, ,174.4,177.98,0,0,0,0,,64.47,107.36,64.47,116.23,60.56,108.13,66.42,107.62,4000,0,0,0
0,0,0,0.051,0,0, ,174.64,178.14,0,0,0,0,,61.54,107.4,63.49,116.26,60.56,108.17,69.35,107.62,4000,0,0,0
0,0,0,0.059,0,0, ,175.04,178.46,0,0,0,0,,58.61,107.36,65.45,116.26,60.56,108.13,66.42,107.66,4000,0,0,0
0,0,0,0.059,0,0, ,175.11,178.62,0,0,0,0,,58.61,107.4,64.47,116.23,60.56,108.13,69.35,107.62,4000,0,0,0
0,0,0,0.073,0,0, ,175.19,178.77,0,0,0,0,,58.61,107.36,64.47,116.26,60.56,108.1,68.38,107.62,4000,0,0,0
0,0,0,0.066,0,0, ,175.59,179.17,0,0,0,0,,57.63,107.33,63.49,116.19,60.56,108.13,66.42,107.55,4000,0,0,0
0,0,0.007,0.066,0,0, ,175.51,179.17,0,0,0,0,,57.63,107.33,61.54,116.12,59.58,108.06,66.42,107.58,4000,0,0,0
0,0,0,0.044,0,0, ,176.06,179.56,0,0,0,0,,54.7,107.33,63.49,116.15,60.56,108.13,68.38,107.58,4000,0,0,0
0,0,0,0.059,0,0, ,176.22,179.96,0,0,0,0,,53.72,107.29,64.47,116.19,62.52,108.06,66.42,107.58,4000,0,0,0
0,0,0,0.051,0,0, ,176.38,180.04,0,0,0,0,,55.68,107.29,64.47,116.15,62.52,108.06,69.35,107.62,4000,0,0,0
0,0,0,0.059,0,0, ,176.62,180.2,0,0,0,0,,55.68,107.29,63.49,116.12,62.52,108.06,69.35,107.58,4000,0,0,0
0,0,0,0.066,0,0, ,176.78,180.51,0,0,0,0,,58.61,107.29,63.49,116.12,62.52,108.06,68.38,107.51,4000,0,0,0
0,0,0,0.066,0,0, ,177.01,180.83,0,0,0,0,,60.56,107.29,60.56,116.08,62.52,108.06,68.38,107.51,4000,0,0,0
0,0,0,0.044,0,0, ,176.85,180.75,0,0,0,0,,60.56,107.25,61.54,116.08,62.52,107.99,69.35,107.51,4000,0,0,0
0,0,0,0.051,0,0, ,177.09,180.99,0,0,0,0,,55.68,107.22,63.49,116.04,63.49,108.02,68.38,107.47,4000,0,0,0
0,0,0,0.051,0,0, ,177.25,181.38,0,0,0,0,,51.77,107.25,64.47,116.04,65.45,108.02,66.42,107.47,4000,0,0,0
0,0,0,0.051,0,0, ,177.57,181.86,0,0,0,0,,51.77,107.25,64.47,116.01,63.49,108.02,71.31,107.51,4000,0,0,0
0,0,0.007,0.066,0,0, ,177.73,181.94,0,0,0,0,,51.77,107.22,65.45,116.01,65.45,108.02,71.31,107.47,4000,0,0,0
0,0,0,0.059,0,0, ,177.96,182.1,0,0,0,0,,54.7,107.14,64.47,115.97,62.52,107.99,71.31,107.47,4000,0,0,0
0,0,0,0.066,0,0, ,178.28,182.25,0,0,0,0,,55.68,107,63.49,115.79,61.54,107.95,71.31,107.4,4000,0,0,0
0,0,0,0.051,0,0, ,178.67,182.41,0,0,0,0,,57.63,106.89,64.47,115.6,59.58,107.88,69.35,107.29,4000,0,0,0
0,0,0,0.051,0,0, ,178.83,182.49,0,0,0,0,,61.54,106.89,64.47,115.6,62.52,107.88,71.31,107.4,4000,0,0,0
0,0,0,0.044,0,0, ,179.07,182.73,0,0,0,0,,60.56,106.85,64.47,115.53,62.52,107.88,72.28,107.29,4000,0,0,0
0,0,0,0.059,0,0, ,179.47,183.13,0,0,0,0,,60.56,106.67,66.42,115.31,62.52,107.69,74.24,107.14,4000,0,0,0
0,0,0,0.059,0,0, ,179.55,183.28,0,0,0,0,,61.54,106.74,66.42,115.38,62.52,107.77,72.28,107.22,4000,0,0,0
0,0,0,0.066,0,0, ,179.86,183.36,0,0,0,0,,64.47,106.74,66.42,115.35,63.49,107.73,72.28,107.18,4000,0,0,0
0,0,0,0.066,0,0, ,180.02,183.6,0,0,0,0,,60.56,106.7,64.47,115.27,61.54,107.66,72.28,107.11,4000,0,0,0
0,0,0,0.066,0,0, ,179.94,183.68,0,0,0,0,,50.79,106.67,63.49,115.2,62.52,107.66,69.35,107.07,4000,0,0,0
0,0,0,0.044,0,0, ,180.49,184,0,0,0,0,,46.89,106.56,63.49,115.27,61.54,107.66,71.31,107.14,4000,0,0,0
0,0,0,0.051,0,0, ,180.49,184.07,0,0,0,0,,51.77,106.56,66.42,115.24,61.54,107.66,74.24,107.07,4000,0,0,0
0,0,0,0.066,0,0, ,180.73,184.31,0,0,0,0,,67.4,106.56,66.42,115.24,61.54,107.66,71.31,107.07,4000,0,0,0
0,0,0,0.066,0,0, ,181.21,184.47,0,0,0,0,,88.89,106.67,64.47,115.24,61.54,107.66,69.35,107,4000,0,0,0
0,0,0,0.066,0,0, ,181.44,184.71,0,0,0,0,,91.82,106.78,66.42,115.16,61.54,107.58,72.28,106.92,4000,0,0,0
0,0,0,0.059,0,0, ,181.6,184.87,0,0,0,0,,88.89,106.89,64.47,115.2,59.58,107.62,68.38,106.96,4000,0,0,0
0,0,0.007,0.051,0,0, ,181.6,184.95,0,0,0,0,,68.38,106.59,66.42,114.95,61.54,107.47,67.4,106.78,4000,0,0,0
0,0,0,0.051,0,0, ,181.76,185.42,0,0,0,0,,40.05,106.67,64.47,115.05,62.52,107.51,68.38,106.89,4000,0,0,0
0,0,0,0.066,0,0, ,182.08,185.42,0,0,0,0,,24.42,106.56,64.47,115.13,61.54,107.55,70.33,106.92,4000,0,0,0
