,,,,,,,,,,,,,,Close -Velocity (m/s) :,0,Close -Velocity (m/s) :,0,Close -Velocity (m/s) :,3.54,Close -Velocity (m/s) :,3.49,Close -Velocity (m/s) :,0,Close -Velocity (m/s) :,0
,,,,,,,,,,,,,,Open -Velocity (m/s) :,0,Open -Velocity (m/s) :,0,Open -Velocity (m/s) :,7.45,Open -Velocity (m/s) :,7.37,Open -Velocity (m/s) :,0,Open -Velocity (m/s) :,0
,,,,,,,,,,,,,,TR2,,TR2,,TR4,,TR4,,TR2,,TR2,
,,,,,,,,,,,,,,NA,,NA,,YBreak1,,YBreak2,,NA,,NA,
Coil Current C1 (A),Coil Current C2 (A),Coil Current C3 (A),Coil Current C4 (A),Coil Current C5 (A),Coil Current C6 (A),,Contact Travel T1 (mm),Contact Travel T2 (mm),Contact Travel T3 (mm),Contact Travel T4 (mm),Contact Travel T5 (mm),Contact Travel T6 (mm),,DCRM Res CH1 in uOhm,DCRM Current CH1 in Amp,DCRM Res CH2 in uOhm,DCRM Current CH2 in Amp,DCRM Res CH3 in uOhm,DCRM Current CH3 in Amp,DCRM Res CH4 in uOhm,DCRM Current CH4 in Amp,DCRM Res CH5 in uOhm,DCRM Current CH5 in Amp,DCRM Res CH6 in uOhm,DCRM Current CH6 in Amp
1.524,1.531,1.487,0.037,0,0, ,0,0,0,8.68,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.546,1.495,0.044,0,0, ,0,0,0,8.84,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.509,1.458,0.059,0,0, ,0,0,0,8.84,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.539,1.487,0.059,0,0, ,0,0,0,9.08,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.531,1.524,1.458,0.044,0,0, ,0,0,0,9,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.524,1.531,1.48,0.029,0,0, ,0,0,0,9.24,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.553,1.502,0.029,0,0, ,0,0,0,9.32,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.524,1.539,1.48,0.037,0,0, ,0,0,0,9.4,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.517,1.458,0.044,0,0, ,0,0,0,9.63,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.539,1.531,1.487,0.037,0,0, ,0,0,0,9.71,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.502,1.443,0.037,0,0, ,0,0,0,9.63,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.487,1.524,1.473,0.037,0,0, ,0,0,0,9.95,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.473,0.037,0,0, ,0,0,0,10.03,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.502,1.443,0.029,0,0, ,0,0,0,10.11,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.473,0.037,0,0, ,0,0,0,10.11,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.524,1.539,1.48,0.029,0,0, ,0,0,0,10.42,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.502,1.502,1.451,0.051,0,0, ,0,0,0,10.5,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.524,1.487,0.029,0,0, ,0,0,0,10.66,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.546,1.495,0.029,0,0, ,0,0,0,10.66,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.509,1.451,0.044,0,0, ,0,0,0,10.9,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.509,1.465,0.037,0,0, ,0,0,0,10.98,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.531,1.48,0.022,0,0, ,0,0,0,11.06,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.524,1.458,0.051,0,0, ,0,0,0,11.14,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.531,1.524,1.465,0.029,0,0, ,0,0,0,11.29,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.524,1.451,0.029,0,0, ,0,0,0,11.22,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,457.14,0
1.502,1.524,1.48,0.051,0,0, ,0,0,0,11.37,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.546,1.495,0.037,0,0, ,0,0,0,11.37,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.531,1.473,0.015,0,0, ,0,0,0,11.45,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.524,1.465,0.044,0,0, ,0,0,0,11.85,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.539,1.495,0.022,0,0, ,0,0,0,11.85,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.48,0.037,0,0, ,0,0,0,12.24,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.517,1.473,0.051,0,0, ,0,0,0,12.24,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.524,1.465,0.037,0,0, ,0,0,0,12.4,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.531,1.473,0.051,0,0, ,0,0,0,12.4,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.531,1.48,0.037,0,0, ,0,0,0,12.56,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.546,1.495,0.029,0,0, ,0,0,0,12.72,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.509,1.451,0.059,0,0.007, ,0,0,0,12.64,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.546,1.495,0.044,0,0, ,0,0,0,12.88,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.561,1.502,0.029,0,0, ,0,0,0,13.11,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.531,1.473,0.044,0,0, ,0,0,0,13.27,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.553,1.546,1.48,0.029,0,0, ,0,0,0,13.51,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.539,1.546,1.487,0.051,0,0, ,0,0,0,13.35,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.524,1.458,0.051,0,0, ,0,0,0,13.67,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.546,1.48,0.037,0,0, ,0,0,0,13.83,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.48,0.037,0,0, ,0,0,0,13.91,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.539,1.451,0.059,0.007,0, ,0,0,0,13.91,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.546,1.546,1.502,0.015,0,0, ,0,0,0,14.06,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.531,1.531,1.48,0.051,0,0, ,0,0,0,14.3,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.509,1.531,1.48,0.044,0,0, ,0,0,0,14.46,0,0,,4000,30.18,4000,0,4000,0,4000,0,0,0,444.44,0
1.553,1.561,1.517,0.029,0,0, ,0,0,0,14.62,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.524,1.539,1.487,0.044,0,0, ,0,0,0,14.7,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.487,0.044,0,0.007, ,0,0,0,15.01,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.502,0.029,0,0, ,0,0,0,14.93,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.524,1.458,0.059,0.007,0, ,0,0,0,15.01,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.539,1.502,0.037,0,0, ,0,0,0,15.41,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.539,1.539,1.517,0.029,0,0, ,0,0,0,15.49,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.502,1.517,1.473,0.051,0,0, ,0,0,0,15.41,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.517,1.539,1.473,0.037,0,0, ,0,0,0,15.65,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.524,1.458,0.037,0,0, ,0,0,0,15.88,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.517,1.451,0.051,0,0, ,0,0,0,16.12,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.539,1.531,1.473,0.015,0,0, ,0,0,0,16.2,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,457.14,0
1.524,1.539,1.465,0.037,0,0, ,0,0,0,16.2,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.509,1.443,0.051,0,0, ,0,0,0,16.44,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.531,1.531,1.465,0.022,0,0, ,0,0,0,16.6,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.524,1.465,0.044,0,0, ,0,0,0,16.52,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.539,1.465,0.044,0,0, ,0,0,0,16.83,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.553,1.502,0.029,0,0, ,0,0,0,17.07,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.531,1.495,0.022,0,0, ,0,0,0,17.07,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.502,1.531,1.465,0.044,0,0, ,0,0,0,17.23,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.539,1.495,0.029,0,0, ,0,0,0,17.39,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.524,1.465,0.044,0,0, ,0,0,0,17.55,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.517,1.524,1.473,0.044,0,0, ,0,0,0,17.86,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.531,1.473,0.029,0,0, ,0,0,0,17.86,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.524,1.458,0.044,0,0, ,0,0,0,18.02,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.487,0.037,0,0, ,0,0,0,18.26,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.553,1.502,0.007,0,0, ,0,0,0,18.34,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.524,1.48,0.051,0,0, ,0,0,0,18.26,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.539,1.495,0.044,0,0, ,0,0,0,18.57,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.539,1.487,0.022,0,0, ,0,0,0,18.57,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.509,1.465,0.044,0,0, ,0,0,0,18.89,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.539,1.495,0.044,0,0, ,0,0,0,19.21,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,457.14,0
1.531,1.539,1.495,0.037,0,0, ,0,0,0,19.21,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.48,0.051,0,0, ,0,0,0,19.36,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.539,1.487,0.044,0,0, ,0,0,0,19.6,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.539,1.48,0.044,0,0, ,0,0,0,19.68,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.509,1.458,0.059,0.007,0, ,0,0,0,19.84,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.546,1.495,0.037,0,0, ,0,0,0,20,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.561,1.546,1.509,0.022,0,0, ,0,0,0,20.08,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.531,1.48,0.037,0,0, ,0,0,0,20.31,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.561,1.553,1.495,0.022,0,0, ,0,0,0,20.39,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.539,1.465,0.037,0,0, ,0,0,0,20.55,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.524,1.465,0.059,0,0, ,0,0,0,20.87,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.524,1.473,0.037,0,0, ,0,0,0,21.03,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.524,1.451,0.037,0,0, ,0,0,0,21.03,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.539,1.487,0.051,0,0, ,0,0,0,21.66,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.546,1.546,1.487,0.029,0,0, ,0,0,0,21.66,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.524,1.451,0.051,0.007,0.007, ,0,0,0,21.74,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.546,1.48,0.044,0,0, ,0,0,0,21.9,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.553,1.539,1.502,0.037,0,0, ,0,0,0,22.13,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.524,1.48,0.044,0,0, ,0,0,0,22.21,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.502,0.022,0,0, ,0,0,0,22.29,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.546,1.48,0.037,0,0, ,0,0,0,22.45,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.509,1.458,0.059,0,0, ,0,0,0,22.61,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.48,0.029,0,0, ,0,0,0,23,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.539,1.473,0.037,0,0, ,0,0,0,23.08,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.509,1.458,0.051,0,0, ,0,0,0,23.16,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.531,1.531,1.48,0.022,0,0, ,0,0,0,23.56,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.487,1.458,0.022,0,0, ,0,0,0,23.56,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.524,1.443,0.044,0,0, ,0,0,0,23.8,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.553,1.48,0.022,0,0, ,0,0,0,23.95,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.502,1.465,0.029,0,0, ,0,0,0,23.95,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.487,1.502,1.443,0.044,0,0, ,0,0,0,24.27,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.539,1.48,0.015,0,0, ,0,0,0,24.51,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.487,1.509,1.451,0.051,0,0, ,0,0,0,24.59,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.531,1.48,0.037,0,0, ,0,0,0,24.98,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.531,1.48,0.015,0,0, ,0,0,0,24.98,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.524,1.443,0.051,0,0, ,0,0,0,25.3,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.524,1.473,0.037,0,0, ,0,0,0,25.46,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.524,1.48,0.015,0,0, ,0,0,0,25.54,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.502,1.465,0.029,0,0, ,0,0,0,25.69,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.539,1.473,0.044,0,0, ,0,0,0,26.25,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.48,0.022,0,0, ,0,0,0,26.01,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.487,1.509,1.443,0.044,0,0, ,0,0,0,26.25,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.517,1.473,0.037,0,0, ,0,0,0,26.64,0,0,,4000,30.33,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.495,1.436,0.059,0,0, ,0,0,0,26.56,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.531,1.473,0.037,0,0, ,0,0,0,26.96,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.495,0.015,0,0, ,0,0,0,27.2,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.524,1.458,0.037,0,0, ,0,0,0,27.2,0,0,,4000,30.33,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.509,1.458,0.051,0,0, ,0,0,0,27.28,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.524,1.48,0.022,0,0, ,0,0,0,27.59,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.509,1.473,0.044,0,0, ,0,0,0,27.67,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.524,1.473,0.044,0,0, ,0,0,0,27.83,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.539,1.495,0.037,0,0, ,0,0,0,28.15,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.509,1.451,0.051,0,0.007, ,0,0,0,28.15,0,0,,4000,30.33,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.48,0.051,0,0, ,0,0,0,28.46,0,0,,4000,30.33,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.546,1.495,0.029,0,0, ,0,0,0,28.78,0,0,,4000,30.33,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.509,1.451,0.059,0,0, ,0,0,0,28.86,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.546,1.487,0.037,0,0, ,0,0,0,29.18,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.495,0.037,0,0, ,0,0,0,29.25,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.524,1.451,0.044,0,0, ,0,0,0,29.41,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.546,1.473,0.029,0,0, ,0,0,0,29.81,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.531,1.48,0.029,0,0, ,0,0,0,29.89,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.524,1.465,0.044,0,0, ,0,0,0,30.36,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.524,1.48,0.037,0,0, ,0,0,0,30.52,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.517,1.451,0.051,0,0, ,0,0,0,30.44,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.495,1.531,1.487,0.044,0,0, ,0,0,0,30.84,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.546,1.509,0.029,0,0, ,0,0,0,31.15,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.539,1.487,0.029,0,0, ,0,0,0,31.15,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.487,0.037,0,0, ,0,0,0,31.31,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.553,1.539,1.517,0.029,0,0, ,0,0,0,31.55,0,0,,4000,30.22,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.502,1.48,0.037,0,0, ,0,0,0,31.79,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.517,1.473,0.044,0,0, ,0,0,0,32.1,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.546,1.487,0.029,0,0, ,0,0,0,32.18,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.502,1.458,0.044,0,0, ,0,0,0,32.34,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,457.14,0
1.487,1.517,1.451,0.029,0,0, ,0,0,0,32.74,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.524,1.443,0.022,0,0, ,0,0,0,32.89,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.487,1.502,1.429,0.044,0,0, ,0,0,0,33.13,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.524,1.473,0.022,0,0, ,0,0,0,33.45,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.458,0.015,0,0, ,0,0,0,33.53,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.487,1.502,1.436,0.029,0,0, ,0,0,0,33.76,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.561,1.48,0.022,0,0, ,0,0,0,34.08,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.524,1.48,0.029,0,0, ,0,0,0,34.08,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.48,1.517,1.443,0.044,0,0, ,0,0,0,34.48,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.517,1.48,0.037,0,0, ,0,0,0,34.79,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.517,1.473,0.029,0.007,0, ,0,0,0,34.87,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.524,1.443,0.044,0,0, ,0,0,0,34.95,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.531,1.473,0.022,0,0, ,0,0,0,35.43,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.502,1.443,0.044,0,0, ,0,0,0,35.58,0,0,,4000,30.33,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.524,1.465,0.029,0,0, ,0,0,0,35.82,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.539,1.495,0.022,0,0, ,0,0,0,35.98,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.517,1.458,0.022,0,0, ,0,0,0,36.22,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.509,1.458,0.037,0,0, ,0,0,0,36.53,0,0,,4000,30.33,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.531,1.473,0.037,0,0, ,0,0,0,36.61,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.487,1.509,1.443,0.037,0,0, ,0,0,0,36.85,0,0,,4000,30.33,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.531,1.465,0.044,0,0, ,0,0,0,37.25,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.524,1.487,0.022,0,0, ,0,0,0,37.4,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.495,1.502,1.451,0.029,0,0.007, ,0,0,0,37.56,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.451,0.029,0,0, ,0,0,0,37.72,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.531,1.473,0.051,0,0, ,0,0,0,38.04,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.509,1.458,0.044,0,0.007, ,0,0,0,38.35,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.561,1.531,1.495,0.022,0,0, ,0,0,0,38.51,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.553,1.495,0.044,0,0, ,0,0,0,38.75,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.509,1.465,0.051,0,0.007, ,0,0,0,38.99,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.539,1.48,0.037,0,0, ,0,0,0,39.3,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.509,1.509,1.458,0.044,0,0, ,0,0,0,39.3,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.539,1.48,0.051,0,0, ,0,0,0,39.62,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.546,1.539,1.495,0.022,0,0, ,0,0,0,39.78,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.524,1.524,1.48,0.022,0,0, ,0,0,0,40.02,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.524,1.473,0.037,0,0, ,0,0,0,40.49,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
1.539,1.546,1.495,0.015,0,0, ,0,0,0,40.73,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.502,1.531,1.458,0.044,0,0, ,0,0,0,40.96,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.517,1.524,1.473,0.037,0,0, ,0,0,0,41.12,0,0,,4000,30.26,4000,0,4000,0,4000,0,0,0,444.44,0
1.531,1.539,1.487,0.022,0,0, ,0,0,0,41.28,0,0,,4000,30.29,4000,0,4000,0,4000,0,0,0,444.44,0
